"Raw88","Raw87","Raw86","Raw85","Raw84","Raw83","CycleSecs","distance","Sr88","Net87","Sr86","Rb85","Net84","Kr83","Sr8688","Sr8488","Sr8486","Rb85Sr88","MbFactor","Rb87","Sr87","Sr87Sr88","Net87Sr86","Sr87Sr86","totalSr","region","MA","MAp2SE","MAm2SE","Comment","TrimLeft","TrimRight","Sample_ID"
3.432543,0.27987,0.3889418,-0.004374806,0.01790746,-0.00595581,148.6,88,3.5,0.2864,0.39704,0.00061,0.02251,-7e-05,0.11504,0.00652,0.0567,0.00018,-1.61954,0.00024,0.28616,0.08291,0.72134,0.7078,4.15703,"none",0.70777,0.7079,0.70765,"Comment",500,-1,"fish1"
3.533864,0.2886807,0.4012103,-0.004655377,0.01839796,-0.005599541,148.8,90,3.6,0.29521,0.40931,0.00033,0.023,0.00028,0.11521,0.00647,0.0562,9e-05,-1.55434,0.00013,0.29508,0.08306,0.72124,0.70765,4.28003,"none",0.70782,0.70798,0.70767,"Comment",500,-1,"fish1"
3.400468,0.2774272,0.3857484,-0.004885356,0.01781347,-0.005948497,149,92,3.4,0.28396,0.39384,1e-04,0.02242,-7e-05,0.11518,0.00656,0.05692,3e-05,-1.56463,4e-05,0.28392,0.08304,0.72099,0.7078,4.11943,"none",0.70786,0.70801,0.70771,"Comment",500,-1,"fish1"
3.47364,0.2835339,0.394395,-0.004378495,0.01808202,-0.005498966,149.2,94,3.5,0.29006,0.40249,6e-04,0.02269,0.00038,0.11525,0.0065,0.05637,0.00017,-1.54101,0.00024,0.28982,0.08299,0.72067,0.70799,4.20742,"none",0.70789,0.70801,0.70777,"Comment",500,-1,"fish1"
3.592396,0.2937785,0.40835,-0.004607496,0.01903486,-0.005938735,149.4,96,3.6,0.30031,0.41645,0.00038,0.02364,-6e-05,0.11532,0.00655,0.05677,1e-04,-1.51292,0.00015,0.30016,0.08312,0.72112,0.70804,4.35142,"none",0.70789,0.70801,0.70777,"Comment",500,-1,"fish1"
3.492351,0.2851675,0.3958099,-0.00450078,0.01818064,-0.005917021,149.6,98,3.5,0.2917,0.40391,0.00048,0.02279,-3e-05,0.11504,0.00649,0.05641,0.00014,-1.62085,0.00019,0.2915,0.08302,0.72219,0.708,4.22932,"none",0.70788,0.70801,0.70776,"Comment",500,-1,"fish1"
3.510217,0.286686,0.3982441,-0.004791471,0.01836272,-0.005795326,149.8,100,3.5,0.29322,0.40634,0.00019,0.02297,9e-05,0.11514,0.00651,0.05652,5e-05,-1.58024,8e-05,0.29314,0.08307,0.7216,0.70824,4.25144,"none",0.70788,0.70801,0.70775,"Comment",500,-1,"fish1"
3.571927,0.2916204,0.4055723,-0.004847331,0.01844494,-0.005987703,150,102,3.6,0.29815,0.41367,0.00014,0.02305,-1e-04,0.11521,0.00642,0.05572,4e-05,-1.55679,5e-05,0.2981,0.08302,0.72075,0.70797,4.32552,"none",0.70788,0.708,0.70775,"Comment",500,-1,"fish1"
3.722599,0.3045177,0.4229036,-0.004732754,0.01979996,-0.005533781,150.2,104,3.7,0.31105,0.431,0.00025,0.02441,0.00035,0.1152,0.00652,0.05662,7e-05,-1.55951,1e-04,0.31095,0.08311,0.72169,0.70774,4.50773,"none",0.70786,0.70799,0.70773,"Comment",500,-1,"fish1"
3.53836,0.288429,0.401352,-0.004641362,0.01837335,-0.006000911,150.4,106,3.6,0.29496,0.40945,0.00034,0.02298,-0.00012,0.11511,0.00646,0.05612,1e-04,-1.59433,0.00014,0.29482,0.08288,0.72038,0.70769,4.28439,"none",0.70784,0.70796,0.70772,"Comment",500,-1,"fish1"
3.413502,0.278272,0.3870214,-0.004487518,0.01760902,-0.005506159,150.6,108,3.4,0.2848,0.39512,5e-04,0.02221,0.00038,0.11512,0.00647,0.05622,0.00014,-1.58978,2e-04,0.2846,0.08292,0.7208,0.70771,4.13421,"none",0.70783,0.70795,0.70772,"Comment",500,-1,"fish1"
3.595557,0.2939908,0.4090153,-0.004799855,0.01884507,-0.005867658,150.8,110,3.6,0.30052,0.41711,0.00018,0.02345,2e-05,0.1154,0.00649,0.05622,5e-05,-1.48152,7e-05,0.30045,0.08313,0.72048,0.70759,4.35534,"none",0.7078,0.70787,0.70772,"Comment",500,-1,"fish1"
3.740056,0.3056942,0.425012,-0.004769005,0.01979253,-0.005821668,151,112,3.8,0.31222,0.43311,0.00021,0.0244,6e-05,0.11522,0.00649,0.05633,6e-05,-1.54972,9e-05,0.31214,0.08304,0.72089,0.70778,4.52848,"none",0.70778,0.70784,0.70771,"Comment",500,-1,"fish1"
3.493188,0.2849894,0.3957907,-0.004624204,0.01818653,-0.005813574,151.2,114,3.5,0.29152,0.40389,0.00036,0.02279,7e-05,0.115,0.00649,0.05643,1e-04,-1.6333,0.00014,0.29138,0.08297,0.72178,0.70784,4.23002,"none",0.70777,0.70784,0.70771,"Comment",500,-1,"fish1"
3.497697,0.2854651,0.3968478,-0.004795907,0.01826766,-0.005865376,151.6,118,3.5,0.29199,0.40494,0.00019,0.02287,2e-05,0.11516,0.0065,0.05648,5e-05,-1.57537,7e-05,0.29192,0.08301,0.72107,0.70781,4.23621,"none",0.70777,0.70784,0.7077,"Comment",500,-1,"fish1"
3.465168,0.282562,0.3928365,-0.004615935,0.01800335,-0.005784857,151.8,120,3.5,0.28909,0.40093,0.00037,0.02261,1e-04,0.11508,0.00649,0.05639,0.00011,-1.60417,0.00015,0.28894,0.08294,0.72105,0.70795,4.19643,"none",0.70775,0.70784,0.70767,"Comment",500,-1,"fish1"
3.572201,0.2920628,0.4062375,-0.004567965,0.01874008,-0.005779164,152,122,3.6,0.29859,0.41433,0.00041,0.02335,1e-04,0.11538,0.0065,0.05634,0.00012,-1.49017,0.00017,0.29843,0.0831,0.72066,0.70787,4.32708,"none",0.70777,0.70784,0.70769,"Comment",500,-1,"fish1"
3.699766,0.3026935,0.4204248,-0.004684743,0.01969015,-0.005845098,152.2,124,3.7,0.30922,0.42852,3e-04,0.0243,4e-05,0.11524,0.00653,0.0567,8e-05,-1.54412,0.00012,0.3091,0.08312,0.7216,0.7078,4.48046,"none",0.70777,0.70785,0.7077,"Comment",500,-1,"fish1"
3.744225,0.3058569,0.4253334,-0.004728456,0.01981903,-0.005694888,152.4,126,3.8,0.31239,0.43343,0.00025,0.02442,0.00019,0.11518,0.00649,0.05635,7e-05,-1.56569,1e-04,0.31228,0.08299,0.72073,0.7077,4.53314,"none",0.70781,0.70793,0.70769,"Comment",500,-1,"fish1"
3.737638,0.3053634,0.4247942,-0.004706743,0.01973384,-0.00600701,152.6,128,3.8,0.31189,0.43289,0.00028,0.02434,-0.00012,0.11524,0.00648,0.05622,7e-05,-1.54361,0.00011,0.31178,0.083,0.72049,0.70766,4.52543,"none",0.70784,0.70798,0.70771,"Comment",500,-1,"fish1"
3.526031,0.2871566,0.3994568,-0.004916387,0.01840175,-0.005891606,152.8,130,3.5,0.29369,0.40755,7e-05,0.02301,-1e-05,0.11497,0.00649,0.05645,2e-05,-1.64515,3e-05,0.29366,0.08284,0.72061,0.70754,4.26903,"none",0.70784,0.70797,0.70771,"Comment",500,-1,"fish1"
3.394509,0.2769393,0.3848015,-0.004402698,0.01780239,-0.005777678,153,132,3.4,0.28347,0.3929,0.00058,0.02241,0.00011,0.11511,0.00656,0.05703,0.00017,-1.59348,0.00023,0.28324,0.08298,0.72148,0.70771,4.11183,"none",0.70782,0.70795,0.70769,"Comment",500,-1,"fish1"
3.349131,0.273161,0.3797247,-0.004815865,0.01726818,-0.005976973,153.2,134,3.4,0.27969,0.38782,0.00017,0.02187,-9e-05,0.11515,0.00649,0.0564,5e-05,-1.57703,7e-05,0.27962,0.08303,0.72118,0.70785,4.05723,"none",0.7078,0.70794,0.70766,"Comment",500,-1,"fish1"
3.504672,0.2866349,0.3982798,-0.004450757,0.01845008,-0.0056548,153.4,136,3.5,0.29316,0.40638,0.00053,0.02306,0.00023,0.11533,0.00654,0.05673,0.00015,-1.50796,0.00021,0.29295,0.08314,0.72141,0.70822,4.24583,"none",0.70777,0.70793,0.70761,"Comment",500,-1,"fish1"
3.371079,0.274725,0.3815498,-0.005026993,0.01732822,-0.005773258,153.6,138,3.4,0.28125,0.38965,-4e-05,0.02193,0.00011,0.11494,0.00647,0.05629,-1e-05,-1.65541,-2e-05,0.28127,0.08297,0.72182,0.70814,4.08271,"none",0.70773,0.70792,0.70754,"Comment",500,-1,"fish1"
3.585592,0.2933218,0.4075781,-0.004919689,0.01903349,-0.005788604,154,142,3.6,0.29985,0.41567,6e-05,0.02364,9e-05,0.11533,0.00656,0.05687,2e-05,-1.51158,3e-05,0.29983,0.08318,0.72136,0.70788,4.34351,"none",0.70772,0.70791,0.70752,"Comment",500,-1,"fish1"
3.600058,0.2939308,0.4088702,-0.004498235,0.01892455,-0.005896387,154.2,144,3.6,0.30046,0.41697,0.00048,0.02353,-1e-05,0.11522,0.0065,0.05643,0.00013,-1.55084,0.00019,0.30027,0.08297,0.72059,0.7077,4.3596,"none",0.7077,0.7079,0.7075,"Comment",500,-1,"fish1"
3.32877,0.2706216,0.3764327,-0.004810747,0.01722298,-0.005774081,154.4,146,3.3,0.27715,0.38453,0.00017,0.02183,0.00011,0.11487,0.00652,0.05677,5e-05,-1.68415,7e-05,0.27708,0.08277,0.72075,0.70759,4.03099,"none",0.70767,0.70787,0.70747,"Comment",500,-1,"fish1"
3.475802,0.2838406,0.3949526,-0.004542273,0.01821865,-0.005881975,154.6,148,3.5,0.29037,0.40305,0.00044,0.02282,0,0.11534,0.00653,0.05663,0.00013,-1.50769,0.00018,0.29019,0.08304,0.72043,0.7074,4.21065,"none",0.70762,0.70778,0.70746,"Comment",500,-1,"fish1"
3.477261,0.2836225,0.394656,-0.005039058,0.01816238,-0.005778584,154.8,150,3.5,0.29015,0.40275,-6e-05,0.02277,1e-04,0.1152,0.00651,0.05653,-2e-05,-1.5579,-2e-05,0.29017,0.083,0.72042,0.70727,4.21173,"none",0.70762,0.70776,0.70747,"Comment",500,-1,"fish1"
3.470444,0.2832465,0.3938639,-0.004797674,0.01803864,-0.005982429,155,152,3.5,0.28978,0.40196,0.00019,0.02264,-1e-04,0.1152,0.00649,0.05633,5e-05,-1.55864,7e-05,0.2897,0.08303,0.72091,0.7074,4.20353,"none",0.70763,0.70779,0.70747,"Comment",500,-1,"fish1"
3.307561,0.2691793,0.3743758,-0.00436734,0.01706022,-0.005628986,155.2,154,3.3,0.27571,0.38247,0.00062,0.02167,0.00025,0.11498,0.00651,0.05665,0.00019,-1.64095,0.00025,0.27546,0.08281,0.72086,0.70755,4.00594,"none",0.70764,0.70781,0.70748,"Comment",500,-1,"fish1"
3.295822,0.2684519,0.3733699,-0.004675982,0.01711539,-0.005761936,155.4,156,3.3,0.27498,0.38147,0.00031,0.02172,0.00012,0.11509,0.00655,0.05694,9e-05,-1.60169,0.00012,0.27486,0.08292,0.72085,0.70758,3.99264,"none",0.70766,0.70783,0.70749,"Comment",500,-1,"fish1"
3.413279,0.278884,0.3875288,-0.004558695,0.01768863,-0.005885544,155.6,158,3.4,0.28541,0.39562,0.00042,0.02229,0,0.11527,0.0065,0.05635,0.00012,-1.53108,0.00017,0.28524,0.08311,0.72142,0.70772,4.13522,"none",0.70769,0.70785,0.70753,"Comment",500,-1,"fish1"
3.4496,0.2815112,0.3916597,-0.004890972,0.01796493,-0.005787166,155.8,160,3.5,0.28804,0.39976,9e-05,0.02257,1e-04,0.11526,0.00651,0.05646,3e-05,-1.53718,4e-05,0.288,0.08304,0.72054,0.70806,4.17871,"none",0.70774,0.70786,0.70761,"Comment",500,-1,"fish1"
3.280816,0.267448,0.3712102,-0.004888392,0.01685868,-0.005826547,156,162,3.3,0.27398,0.37931,9e-05,0.02146,6e-05,0.11496,0.00651,0.05659,3e-05,-1.65132,4e-05,0.27394,0.08302,0.72231,0.70799,3.9743,"none",0.7078,0.70791,0.70768,"Comment",500,-1,"fish1"
3.5808,0.2928945,0.4072351,-0.004719723,0.01886076,-0.006019108,156.2,164,3.6,0.29942,0.41533,0.00026,0.02347,-0.00014,0.11538,0.00652,0.0565,7e-05,-1.4896,1e-04,0.29932,0.08315,0.72093,0.70786,4.33769,"none",0.70785,0.70796,0.70774,"Comment",500,-1,"fish1"
3.508546,0.285939,0.3981469,-0.004948311,0.01838789,-0.005850573,156.4,166,3.5,0.29247,0.40624,3e-05,0.02299,3e-05,0.11517,0.00652,0.0566,1e-05,-1.57003,1e-05,0.29245,0.08291,0.71993,0.7078,4.24901,"none",0.70791,0.70802,0.7078,"Comment",500,-1,"fish1"
3.343623,0.272472,0.3785401,-0.004606994,0.01725423,-0.005930338,156.6,168,3.4,0.279,0.38664,0.00038,0.02186,-5e-05,0.11499,0.0065,0.05654,0.00011,-1.63895,0.00015,0.27885,0.08293,0.72161,0.70767,4.04975,"none",0.70797,0.7081,0.70784,"Comment",500,-1,"fish1"
3.200604,0.2605897,0.3624528,-0.004766774,0.01612412,-0.005882232,156.8,170,3.2,0.26712,0.37055,0.00022,0.02073,0,0.1151,0.00644,0.05594,7e-05,-1.59685,9e-05,0.26703,0.08295,0.72087,0.70774,3.87769,"none",0.70795,0.70809,0.70782,"Comment",500,-1,"fish1"
3.245925,0.2647206,0.3680366,-0.004594293,0.01660873,-0.005817435,157,172,3.3,0.27125,0.37613,0.00039,0.02121,7e-05,0.11521,0.0065,0.0564,0.00012,-1.55431,0.00016,0.27109,0.08304,0.72115,0.70799,3.93314,"none",0.70792,0.70807,0.70778,"Comment",500,-1,"fish1"
