"Raw88","Raw87","Raw86","Raw85","Raw84","Raw83","CycleSecs","distance","Sr88","Net87","Sr86","Rb85","Net84","Kr83","Sr8688","Sr8488","Sr8486","Rb85Sr88","MbFactor","Rb87","Sr87","Sr87Sr88","Net87Sr86","Sr87Sr86","totalSr","region","MA","MAp2SE","MAm2SE","Comment","TrimLeft","TrimRight","Sample_ID"
2.575114,0.208123,0.2899676,-0.004992695,0.012284,-0.005836302,74.5,168,2.6,0.21328,0.29631,-2e-05,0.01687,5e-05,0.11479,0.00654,0.05693,-1e-05,-1.71261,-1e-05,0.21328,0.08263,0.71977,0.70661,3.10772,"none",0.70679,0.70693,0.70664,"Comment",-1,-1,""
2.6529,0.2156252,0.3001184,-0.004634758,0.01291046,-0.005778307,74.7,170,2.7,0.22078,0.30646,0.00034,0.0175,0.00011,0.11525,0.00658,0.05709,0.00013,-1.53877,0.00014,0.22064,0.08298,0.72041,0.7067,3.20364,"none",0.70672,0.70686,0.70658,"Comment",-1,-1,""
2.734275,0.2219872,0.3091052,-0.00496658,0.01343644,-0.005718796,74.9,172,2.7,0.22714,0.31545,1e-05,0.01802,0.00017,0.11511,0.00658,0.05713,0,-1.59282,0,0.22714,0.08288,0.72005,0.70715,3.30102,"none",0.70669,0.70683,0.70656,"Comment",-1,-1,""
2.758629,0.2242704,0.3123088,-0.004716468,0.01338013,-0.005959085,75.1,174,2.8,0.22942,0.31865,0.00026,0.01797,-7e-05,0.11525,0.0065,0.05638,9e-05,-1.53811,1e-04,0.22932,0.08294,0.71998,0.70676,3.33071,"none",0.70669,0.70683,0.70656,"Comment",-1,-1,""
2.638406,0.2140406,0.2973435,-0.004767446,0.0127237,-0.00586285,75.3,176,2.6,0.21919,0.30369,0.00021,0.01731,2e-05,0.11484,0.00655,0.057,8e-05,-1.69679,8e-05,0.21911,0.08285,0.72178,0.70692,3.18465,"none",0.7067,0.70683,0.70657,"Comment",-1,-1,""
2.485776,0.2009851,0.2801436,-0.004800977,0.01178483,-0.005884587,75.5,178,2.5,0.20614,0.28649,0.00018,0.01637,0,0.11497,0.00657,0.05714,7e-05,-1.64701,7e-05,0.20607,0.08269,0.71954,0.7067,3.00084,"none",0.70671,0.70684,0.70658,"Comment",-1,-1,""
2.655975,0.2159523,0.3006144,-0.004791979,0.01281936,-0.005890477,75.7,180,2.7,0.22111,0.30696,0.00019,0.01741,0,0.11531,0.00654,0.0567,7e-05,-1.51868,7e-05,0.22103,0.08303,0.72031,0.70648,3.20751,"none",0.70676,0.70692,0.7066,"Comment",-1,-1,""
2.641112,0.2141785,0.2983916,-0.004561552,0.01284809,-0.005841316,75.9,182,2.6,0.21933,0.30474,0.00042,0.01743,5e-05,0.11511,0.00659,0.05721,0.00016,-1.59133,0.00017,0.21917,0.08279,0.71975,0.70663,3.18859,"none",0.70676,0.70691,0.7066,"Comment",-1,-1,""
2.669929,0.2166163,0.3016182,-0.004748821,0.0128801,-0.006015136,76.1,184,2.7,0.22177,0.30796,0.00023,0.01747,-0.00013,0.11508,0.00653,0.05671,9e-05,-1.60414,9e-05,0.22168,0.08284,0.72012,0.70647,3.22318,"none",0.70678,0.70694,0.70662,"Comment",-1,-1,""
2.558901,0.2073548,0.2889505,-0.004794199,0.01219126,-0.005597405,76.3,186,2.6,0.21251,0.29529,0.00018,0.01678,0.00029,0.11512,0.00654,0.05681,7e-05,-1.58801,7e-05,0.21244,0.08282,0.71965,0.70656,3.08955,"none",0.70679,0.70696,0.70663,"Comment",-1,-1,""
2.710876,0.220498,0.3071623,-0.004528385,0.01343239,-0.005793844,76.5,188,2.7,0.22565,0.31351,0.00045,0.01802,9e-05,0.11539,0.00663,0.05747,0.00017,-1.48848,0.00018,0.22547,0.08299,0.71977,0.70678,3.27401,"none",0.70678,0.70695,0.70661,"Comment",-1,-1,""
2.62973,0.2132902,0.2968006,-0.004435773,0.01276304,-0.0058854,76.7,190,2.6,0.21844,0.30314,0.00054,0.01735,0,0.11501,0.00658,0.05723,0.00021,-1.63163,0.00022,0.21823,0.08279,0.72059,0.70716,3.17459,"none",0.70681,0.70697,0.70666,"Comment",-1,-1,""
2.719502,0.2209797,0.3076205,-0.005095478,0.01298518,-0.005958859,76.9,192,2.7,0.22613,0.31396,-0.00012,0.01757,-7e-05,0.11519,0.00645,0.05596,-4e-05,-1.56288,-5e-05,0.22618,0.08298,0.72025,0.70711,3.28336,"none",0.70684,0.70699,0.70669,"Comment",-1,-1,""
2.757757,0.2242367,0.3115633,-0.004736824,0.01356981,-0.005944202,77.1,194,2.8,0.22939,0.31791,0.00024,0.01816,-6e-05,0.11502,0.00657,0.05711,9e-05,-1.62634,1e-04,0.22929,0.08296,0.72156,0.70702,3.32926,"none",0.70689,0.70702,0.70676,"Comment",-1,-1,""
2.515804,0.2036232,0.2833091,-0.00489116,0.01190767,-0.005802222,77.3,196,2.5,0.20878,0.28965,9e-05,0.01649,8e-05,0.11485,0.00654,0.05694,3e-05,-1.69008,3e-05,0.20874,0.08277,0.72078,0.70703,3.03683,"none",0.70695,0.70708,0.70683,"Comment",-1,-1,""
2.585607,0.2096538,0.2922185,-0.004548727,0.01229444,-0.005947049,77.5,198,2.6,0.21481,0.29856,0.00043,0.01688,-6e-05,0.1152,0.00651,0.05654,0.00017,-1.55978,0.00017,0.21464,0.08282,0.71947,0.70658,3.12183,"none",0.70701,0.70715,0.70687,"Comment",-1,-1,""
2.691575,0.2188264,0.3043672,-0.004710653,0.01318432,-0.005815984,77.7,200,2.7,0.22398,0.31071,0.00027,0.01777,7e-05,0.11518,0.00659,0.05719,1e-04,-1.56799,0.00011,0.22387,0.08299,0.72086,0.7068,3.25007,"none",0.70705,0.70722,0.70687,"Comment",-1,-1,""
2.541861,0.2056885,0.2862647,-0.004570073,0.0120075,-0.006006706,77.9,202,2.5,0.21084,0.29261,0.00041,0.01659,-0.00012,0.11484,0.00651,0.05671,0.00016,-1.6956,0.00016,0.21068,0.08268,0.72056,0.70688,3.06788,"none",0.70707,0.70725,0.70689,"Comment",-1,-1,""
2.640054,0.214678,0.29872,-0.004653343,0.0128754,-0.005726908,78.1,204,2.6,0.21983,0.30506,0.00032,0.01746,0.00016,0.11528,0.0066,0.05724,0.00012,-1.52705,0.00013,0.2197,0.08303,0.72061,0.70694,3.18842,"none",0.7071,0.70728,0.70691,"Comment",-1,-1,""
2.802994,0.2278209,0.3176633,-0.004753381,0.01377674,-0.005926426,78.3,206,2.8,0.23297,0.32401,0.00022,0.01836,-4e-05,0.11534,0.00654,0.05667,8e-05,-1.50569,9e-05,0.23289,0.0829,0.71904,0.70723,3.38439,"none",0.70709,0.70728,0.70691,"Comment",-1,-1,""
2.943987,0.2397377,0.3333153,-0.004920114,0.01472411,-0.005774517,78.5,208,3,0.24489,0.33966,6e-05,0.01931,0.00011,0.11513,0.00655,0.05685,2e-05,-1.58383,2e-05,0.24487,0.083,0.72099,0.70733,3.55397,"none",0.70712,0.70728,0.70695,"Comment",-1,-1,""
2.968345,0.2417084,0.3362169,-0.004547859,0.01502175,-0.005847864,78.7,210,3,0.24686,0.34256,0.00043,0.01961,4e-05,0.11517,0.00659,0.05724,0.00014,-1.57148,0.00017,0.24669,0.08294,0.72064,0.70754,3.58335,"none",0.70712,0.70728,0.70696,"Comment",-1,-1,""
3.052119,0.2491442,0.3462072,-0.004375476,0.01531846,-0.005973945,79.1,214,3.1,0.2543,0.35255,6e-04,0.0199,-9e-05,0.11528,0.00651,0.05646,2e-04,-1.52919,0.00024,0.25406,0.08307,0.72131,0.70735,3.68477,"none",0.7071,0.70728,0.70691,"Comment",-1,-1,""
2.996088,0.2436042,0.3389041,-0.005106709,0.01500534,-0.005748547,79.3,216,3,0.24876,0.34525,-0.00013,0.01959,0.00014,0.115,0.00653,0.05674,-4e-05,-1.63547,-5e-05,0.24881,0.08287,0.72052,0.70728,3.61588,"none",0.70707,0.70727,0.70687,"Comment",-1,-1,""
3.00811,0.2448084,0.3403311,-0.004554512,0.01522232,-0.005915774,79.5,218,3,0.24996,0.34668,0.00042,0.01981,-3e-05,0.11501,0.00657,0.05714,0.00014,-1.62988,0.00017,0.24979,0.08287,0.72103,0.70702,3.63053,"none",0.70701,0.70723,0.70679,"Comment",-1,-1,""
2.984332,0.2429332,0.3378328,-0.004358988,0.01525599,-0.0059181,79.7,220,3,0.24809,0.34418,0.00062,0.01984,-3e-05,0.11509,0.00663,0.05765,0.00021,-1.59996,0.00025,0.24784,0.08288,0.72081,0.70682,3.60233,"none",0.70695,0.70716,0.70674,"Comment",-1,-1,""
2.801046,0.2272776,0.3161806,-0.005063985,0.01373438,-0.005807615,79.9,222,2.8,0.23243,0.32252,-9e-05,0.01832,8e-05,0.11489,0.00653,0.0568,-3e-05,-1.67516,-3e-05,0.23247,0.08281,0.72066,0.70684,3.3805,"none",0.70688,0.70704,0.70671,"Comment",-1,-1,""
2.84475,0.2312227,0.322117,-0.004583515,0.01416197,-0.005792127,80.1,224,2.9,0.23638,0.32846,0.00039,0.01875,9e-05,0.11521,0.00658,0.05708,0.00014,-1.5537,0.00016,0.23622,0.08286,0.71965,0.70662,3.43432,"none",0.70685,0.70699,0.70672,"Comment",-1,-1,""
2.855302,0.2323083,0.3235765,-0.004951023,0.01423028,-0.00589917,80.3,226,2.9,0.23746,0.32992,3e-05,0.01882,-1e-05,0.1153,0.00658,0.05703,1e-05,-1.52153,1e-05,0.23745,0.08298,0.71975,0.7067,3.44763,"none",0.70683,0.70694,0.70672,"Comment",-1,-1,""
2.946642,0.2395539,0.3339079,-0.00461938,0.01476334,-0.005865744,80.5,228,3,0.24471,0.34025,0.00036,0.01935,2e-05,0.11523,0.00655,0.05687,0.00012,-1.54711,0.00014,0.24456,0.08283,0.71919,0.70661,3.55695,"none",0.7068,0.7069,0.70669,"Comment",-1,-1,""
3.080122,0.2509686,0.3492953,-0.004847513,0.01545098,-0.005686093,80.7,230,3.1,0.25612,0.35564,0.00013,0.02004,2e-04,0.11523,0.00649,0.05634,4e-05,-1.54633,5e-05,0.25607,0.08297,0.72017,0.70672,3.71801,"none",0.7068,0.7069,0.70669,"Comment",-1,-1,""
2.895944,0.2350743,0.3273741,-0.004661412,0.01443036,-0.00580962,80.9,232,2.9,0.24023,0.33372,0.00032,0.01902,8e-05,0.11499,0.00655,0.05698,0.00011,-1.63725,0.00013,0.2401,0.08273,0.71985,0.70684,3.49492,"none",0.70675,0.70688,0.70663,"Comment",-1,-1,""
3.03946,0.2477208,0.3445726,-0.004821183,0.0154586,-0.005762726,81.1,234,3,0.25287,0.35092,0.00016,0.02004,0.00012,0.11522,0.00658,0.05712,5e-05,-1.55093,6e-05,0.25281,0.08301,0.72061,0.70707,3.66937,"none",0.70676,0.70689,0.70664,"Comment",-1,-1,""
2.950548,0.2398607,0.3334674,-0.004276857,0.01493267,-0.005741529,81.3,236,3,0.24501,0.33981,7e-04,0.01952,0.00015,0.11493,0.0066,0.05744,0.00024,-1.66104,0.00028,0.24473,0.08277,0.72103,0.70708,3.56075,"none",0.70679,0.70692,0.70666,"Comment",-1,-1,""
2.979557,0.2428277,0.337601,-0.005049611,0.01493846,-0.00602256,81.5,238,3,0.24798,0.34395,-7e-05,0.01952,-0.00014,0.1152,0.00654,0.05677,-2e-05,-1.55973,-3e-05,0.24801,0.08307,0.72099,0.70667,3.59718,"none",0.7068,0.70693,0.70668,"Comment",-1,-1,""
2.788677,0.2261599,0.314824,-0.004616007,0.01380165,-0.005992899,81.7,240,2.8,0.23131,0.32117,0.00036,0.01839,-0.00011,0.11492,0.00658,0.05725,0.00013,-1.66641,0.00014,0.23117,0.08271,0.72023,0.70681,3.36554,"none",0.70683,0.70696,0.7067,"Comment",-1,-1,""
2.808869,0.2281308,0.3182387,-0.004802438,0.01363601,-0.005904418,81.9,242,2.8,0.23328,0.32458,0.00018,0.01822,-2e-05,0.1153,0.00647,0.05614,6e-05,-1.5194,7e-05,0.23321,0.08285,0.71872,0.70642,3.39103,"none",0.70681,0.70695,0.70668,"Comment",-1,-1,""
2.850035,0.2317947,0.3227399,-0.004848474,0.01432616,-0.005849739,82.1,244,2.9,0.23695,0.32908,0.00013,0.01891,4e-05,0.11522,0.00662,0.05747,5e-05,-1.55185,5e-05,0.2369,0.08294,0.72002,0.70669,3.44107,"none",0.70676,0.70689,0.70663,"Comment",-1,-1,""
2.718535,0.2206393,0.3068289,-0.004431419,0.01327293,-0.00580937,82.3,246,2.7,0.22579,0.31317,0.00055,0.01786,8e-05,0.11494,0.00655,0.05702,2e-04,-1.65733,0.00022,0.22557,0.08279,0.72098,0.70698,3.28128,"none",0.70673,0.70684,0.70662,"Comment",-1,-1,""
2.769898,0.2249366,0.3130789,-0.005049162,0.0136425,-0.00598419,82.5,248,2.8,0.23009,0.31942,-7e-05,0.01823,-1e-04,0.11506,0.00657,0.05707,-3e-05,-1.6101,-3e-05,0.23012,0.08289,0.72033,0.70674,3.34381,"none",0.70671,0.70683,0.7066,"Comment",-1,-1,""
2.845948,0.2314752,0.322081,-0.004699099,0.0140918,-0.005889018,82.7,250,2.9,0.23663,0.32843,0.00028,0.01868,0,0.11515,0.00655,0.05687,1e-04,-1.57676,0.00011,0.23652,0.08293,0.7205,0.70697,3.43571,"none",0.70671,0.70683,0.7066,"Comment",-1,-1,""
2.861937,0.2325307,0.3241014,-0.004636722,0.01416394,-0.005827995,83,253,2.9,0.23768,0.33045,0.00034,0.01875,6e-05,0.11522,0.00654,0.05674,0.00012,-1.55315,0.00014,0.23755,0.08282,0.71928,0.70667,3.45482,"none",0.70675,0.70685,0.70665,"Comment",-1,-1,""
2.799008,0.2275594,0.3161896,-0.004669059,0.01365602,-0.005934144,83.1,254,2.8,0.23271,0.32253,0.00031,0.01824,-5e-05,0.11498,0.0065,0.05656,0.00011,-1.64233,0.00012,0.23259,0.08292,0.72152,0.70657,3.37851,"none",0.70677,0.70687,0.70667,"Comment",-1,-1,""
2.655649,0.2150083,0.2993544,-0.004723532,0.01278032,-0.005732934,83.3,256,2.7,0.22016,0.3057,0.00025,0.01737,0.00015,0.11485,0.00652,0.05681,1e-04,-1.69241,1e-04,0.22006,0.08267,0.72019,0.70677,3.20492,"none",0.70678,0.7069,0.70667,"Comment",-1,-1,""
2.71075,0.2200342,0.3062946,-0.004758294,0.01310873,-0.005832216,83.5,258,2.7,0.22519,0.31264,0.00022,0.01769,5e-05,0.11507,0.00651,0.0566,8e-05,-1.60711,9e-05,0.2251,0.08285,0.72028,0.7065,3.27232,"none",0.70683,0.70697,0.70669,"Comment",-1,-1,""
2.767072,0.2248927,0.312896,-0.004491835,0.01367332,-0.005908726,83.7,260,2.8,0.23005,0.31924,0.00049,0.01826,-2e-05,0.11512,0.00658,0.0572,0.00018,-1.5907,0.00019,0.22985,0.08288,0.72061,0.70683,3.34056,"none",0.70684,0.70699,0.70669,"Comment",-1,-1,""
2.72975,0.2212672,0.3080899,-0.005057291,0.01317409,-0.005883079,83.9,262,2.7,0.22642,0.31443,-8e-05,0.01776,0,0.11493,0.00649,0.05648,-3e-05,-1.66121,-3e-05,0.22645,0.08277,0.72009,0.70677,3.29454,"none",0.70686,0.70701,0.70672,"Comment",-1,-1,""
2.78905,0.2268597,0.3158021,-0.00476655,0.01373268,-0.005982517,84.1,264,2.8,0.23201,0.32215,0.00021,0.01832,-1e-04,0.11525,0.00655,0.05686,8e-05,-1.53985,8e-05,0.23193,0.08297,0.72021,0.70688,3.36759,"none",0.70685,0.70701,0.7067,"Comment",-1,-1,""
2.693013,0.2184144,0.3038665,-0.004603825,0.01332193,-0.005904335,84.3,266,2.7,0.22357,0.31021,0.00037,0.01791,-2e-05,0.11493,0.00663,0.05773,0.00014,-1.66139,0.00015,0.22342,0.08277,0.7207,0.70712,3.25069,"none",0.70682,0.70699,0.70664,"Comment",-1,-1,""
2.810876,0.2286909,0.3180746,-0.004550216,0.01379705,-0.005786138,84.5,268,2.8,0.23384,0.32442,0.00043,0.01838,1e-04,0.11516,0.00653,0.05666,0.00015,-1.57244,0.00017,0.23367,0.08295,0.72081,0.70721,3.39349,"none",0.70685,0.70702,0.70669,"Comment",-1,-1,""
2.738559,0.2223992,0.3092286,-0.004943928,0.01335372,-0.00605509,84.7,270,2.7,0.22755,0.31557,3e-05,0.01794,-0.00017,0.11498,0.00654,0.05685,1e-05,-1.64379,1e-05,0.22754,0.0829,0.72108,0.70707,3.30575,"none",0.70685,0.70701,0.70668,"Comment",-1,-1,""
2.882072,0.2348036,0.3265171,-0.004493572,0.01446875,-0.005819572,84.9,272,2.9,0.23996,0.33286,0.00048,0.01905,7e-05,0.11525,0.0066,0.05724,0.00017,-1.54061,0.00019,0.23976,0.08301,0.72089,0.70688,3.47989,"none",0.70687,0.70704,0.70671,"Comment",-1,-1,""
2.621887,0.2119444,0.2951352,-0.005121785,0.01258456,-0.005926702,85.1,274,2.6,0.2171,0.30148,-0.00014,0.01717,-4e-05,0.11472,0.00653,0.05695,-5e-05,-1.74172,-6e-05,0.21716,0.08263,0.72011,0.70648,3.16383,"none",0.70685,0.70702,0.70668,"Comment",-1,-1,""
2.670917,0.2168878,0.3021357,-0.004612345,0.0129138,-0.005681057,85.3,276,2.7,0.22204,0.30848,0.00037,0.0175,0.00021,0.11523,0.00654,0.05673,0.00014,-1.54712,0.00015,0.2219,0.08289,0.71979,0.7064,3.22493,"none",0.70679,0.70696,0.70662,"Comment",-1,-1,""
2.442134,0.1972333,0.2746464,-0.004815006,0.01149365,-0.006020895,85.5,278,2.4,0.20239,0.28099,0.00016,0.01608,-0.00013,0.11477,0.00657,0.05722,7e-05,-1.72128,7e-05,0.20232,0.08264,0.72026,0.70687,2.94767,"none",0.70671,0.70687,0.70656,"Comment",-1,-1,""
2.616058,0.2126812,0.296006,-0.004484871,0.01272989,-0.005734863,85.7,280,2.6,0.21783,0.30235,0.00049,0.01732,0.00015,0.1153,0.0066,0.05727,0.00019,-1.51951,2e-04,0.21764,0.083,0.72047,0.70679,3.1595,"none",0.70666,0.7068,0.70653,"Comment",-1,-1,""
2.851034,0.2323194,0.3235092,-0.004965429,0.01403087,-0.005866387,85.9,282,2.9,0.23747,0.32985,1e-05,0.01862,2e-05,0.11545,0.00652,0.05644,0,-1.46543,0,0.23747,0.08311,0.71994,0.707,3.44311,"none",0.70664,0.70676,0.70651,"Comment",-1,-1,""
2.785146,0.2261555,0.3148755,-0.004452794,0.01403188,-0.005969808,86.1,284,2.8,0.23131,0.32122,0.00052,0.01862,-8e-05,0.11508,0.00667,0.05796,0.00019,-1.6044,0.00021,0.2311,0.08279,0.7201,0.70667,3.36222,"none",0.70665,0.70677,0.70652,"Comment",-1,-1,""
2.685033,0.2177857,0.3033036,-0.004985631,0.01268555,-0.005910536,86.3,286,2.7,0.22294,0.30965,-1e-05,0.01727,-2e-05,0.11506,0.00642,0.05578,0,-1.61156,0,0.22294,0.08284,0.71998,0.7065,3.24104,"none",0.70667,0.70678,0.70657,"Comment",-1,-1,""
2.682974,0.2176583,0.3032947,-0.004505227,0.01307849,-0.005804695,86.5,288,2.7,0.22281,0.30964,0.00047,0.01766,8e-05,0.11515,0.00657,0.05705,0.00018,-1.57949,0.00019,0.22262,0.08279,0.71959,0.70645,3.23904,"none",0.70664,0.70674,0.70654,"Comment",-1,-1,""
2.810833,0.228556,0.3179253,-0.004606399,0.01391852,-0.005846674,86.9,292,2.8,0.23371,0.32427,0.00037,0.0185,4e-05,0.11511,0.00657,0.05706,0.00013,-1.59181,0.00015,0.23356,0.08291,0.72073,0.7066,3.39331,"none",0.70662,0.70671,0.70652,"Comment",-1,-1,""
2.646676,0.2143727,0.2984738,-0.004702383,0.01292424,-0.005876541,87.1,294,2.7,0.21953,0.30482,0.00028,0.01751,1e-05,0.1149,0.0066,0.05744,1e-04,-1.67099,0.00011,0.21942,0.08271,0.72019,0.70661,3.19456,"none",0.70658,0.70663,0.70654,"Comment",-1,-1,""
2.714791,0.2205955,0.3067576,-0.00461872,0.01305431,-0.005826616,87.3,296,2.7,0.22575,0.3131,0.00036,0.01764,6e-05,0.11507,0.00648,0.05634,0.00013,-1.60739,0.00014,0.22561,0.08291,0.72101,0.70656,3.27728,"none",0.70658,0.70663,0.70654,"Comment",-1,-1,""
2.592105,0.2098939,0.2922506,-0.004628832,0.01255939,-0.005890326,87.5,298,2.6,0.21505,0.29859,0.00035,0.01715,0,0.11492,0.0066,0.05742,0.00013,-1.66411,0.00014,0.21491,0.08271,0.7202,0.70668,3.12889,"none",0.70662,0.70669,0.70655,"Comment",-1,-1,""
2.704744,0.2198568,0.3063035,-0.004704786,0.01321234,-0.005735634,87.7,300,2.7,0.22501,0.31265,0.00027,0.0178,0.00015,0.11533,0.00657,0.05693,1e-04,-1.50953,0.00011,0.2249,0.08296,0.71969,0.70653,3.26623,"none",0.70667,0.70677,0.70658,"Comment",-1,-1,""
2.762446,0.2243134,0.3126117,-0.004935497,0.01343953,-0.005743588,87.9,302,2.8,0.22947,0.31896,4e-05,0.01803,0.00014,0.11521,0.00651,0.05651,2e-05,-1.55681,2e-05,0.22945,0.08288,0.71943,0.70659,3.33502,"none",0.7067,0.7068,0.7066,"Comment",-1,-1,""
2.700899,0.2191497,0.3047577,-0.004513464,0.0131225,-0.005969231,88.1,304,2.7,0.2243,0.3111,0.00046,0.01771,-8e-05,0.11492,0.00654,0.05692,0.00017,-1.66351,0.00019,0.22412,0.08279,0.721,0.70665,3.25997,"none",0.70673,0.70685,0.70662,"Comment",-1,-1,""
2.792133,0.2268288,0.3162902,-0.0048018,0.01393448,-0.005805744,88.3,306,2.8,0.23198,0.32263,0.00018,0.01852,8e-05,0.1153,0.00662,0.0574,6e-05,-1.52193,7e-05,0.23191,0.08288,0.71903,0.70665,3.37134,"none",0.70675,0.70686,0.70664,"Comment",-1,-1,""
2.761725,0.2245126,0.3123082,-0.004553949,0.01363059,-0.005832779,88.5,308,2.8,0.22967,0.31865,0.00042,0.01822,5e-05,0.11513,0.00658,0.05717,0.00015,-1.58691,0.00017,0.2295,0.08291,0.72074,0.70687,3.33423,"none",0.70675,0.70685,0.70664,"Comment",-1,-1,""
2.570716,0.2081357,0.2894687,-0.004716373,0.01218844,-0.005882881,88.7,310,2.6,0.21329,0.29581,0.00026,0.01677,0,0.1148,0.00651,0.05671,1e-04,-1.71174,1e-04,0.21318,0.08273,0.72103,0.70701,3.10263,"none",0.70674,0.70685,0.70663,"Comment",-1,-1,""
2.665931,0.2167218,0.30145,-0.004684671,0.01283517,-0.005717463,88.9,312,2.7,0.22188,0.30779,0.00029,0.01742,0.00017,0.11519,0.00652,0.0566,0.00011,-1.56284,0.00012,0.22176,0.08299,0.72086,0.70683,3.21905,"none",0.70672,0.70685,0.70658,"Comment",-1,-1,""
2.539715,0.2057181,0.2862103,-0.004828317,0.01210473,-0.006007705,89.1,314,2.5,0.21087,0.29255,0.00015,0.01669,-0.00012,0.11491,0.00656,0.05705,6e-05,-1.66702,6e-05,0.21081,0.08281,0.72079,0.70699,3.06591,"none",0.7067,0.70684,0.70655,"Comment",-1,-1,""
2.503017,0.2028857,0.2825768,-0.004510154,0.01196529,-0.005861009,89.3,316,2.5,0.20804,0.28892,0.00047,0.01655,3e-05,0.11515,0.0066,0.05729,0.00019,-1.579,0.00019,0.20785,0.08284,0.72006,0.70671,3.02248,"none",0.7067,0.70684,0.70655,"Comment",-1,-1,""
2.606791,0.2116919,0.2946602,-0.004701622,0.01236002,-0.005781453,89.5,318,2.6,0.21685,0.301,0.00028,0.01695,0.00011,0.1152,0.00649,0.0563,0.00011,-1.55959,0.00011,0.21674,0.08295,0.72041,0.70666,3.14762,"none",0.7067,0.70685,0.70655,"Comment",-1,-1,""
2.483616,0.2011554,0.2800694,-0.004634807,0.01183367,-0.00606711,89.7,320,2.5,0.20631,0.28641,0.00034,0.01642,-0.00018,0.11504,0.00659,0.05733,0.00014,-1.62054,0.00014,0.20617,0.08281,0.72032,0.70646,2.99876,"none",0.7067,0.70685,0.70655,"Comment",-1,-1,""
2.306856,0.1861867,0.2590301,-0.004936005,0.01067723,-0.005796195,89.9,322,2.3,0.19134,0.26537,4e-05,0.01526,9e-05,0.11473,0.0066,0.05751,2e-05,-1.73609,2e-05,0.19132,0.08272,0.72102,0.70635,2.78496,"none",0.7067,0.70684,0.70655,"Comment",-1,-1,""
2.169021,0.1747036,0.2436886,-0.004907229,0.009597447,-0.005957428,90.1,324,2.2,0.17986,0.25003,7e-05,0.01418,-7e-05,0.11495,0.00652,0.05673,3e-05,-1.65374,3e-05,0.17983,0.08267,0.71933,0.70642,2.61921,"none",0.70665,0.70679,0.70652,"Comment",-1,-1,""
2.256008,0.182452,0.2542537,-0.004759551,0.01020093,-0.005888562,90.3,326,2.3,0.18761,0.2606,0.00022,0.01479,0,0.1152,0.00654,0.05674,1e-04,-1.55909,9e-05,0.18752,0.08289,0.7199,0.70666,2.72505,"none",0.70664,0.70678,0.70651,"Comment",-1,-1,""
2.338655,0.1893918,0.2640381,-0.004801412,0.01090443,-0.005768102,90.5,328,2.3,0.19455,0.27038,0.00018,0.01549,0.00012,0.11531,0.00661,0.05729,8e-05,-1.51664,7e-05,0.19448,0.08294,0.71952,0.70689,2.82514,"none",0.70664,0.70677,0.7065,"Comment",-1,-1,""
2.37326,0.19222,0.2672352,-0.004771105,0.0109746,-0.005877694,90.7,330,2.4,0.19737,0.27358,0.00021,0.01556,1e-05,0.11498,0.00654,0.05688,9e-05,-1.64268,8e-05,0.19729,0.08292,0.72145,0.70703,2.86583,"none",0.70666,0.70679,0.70653,"Comment",-1,-1,""
2.210762,0.1782916,0.2482039,-0.004909079,0.009619437,-0.005706716,90.9,332,2.2,0.18345,0.25455,7e-05,0.01421,0.00018,0.11482,0.00641,0.05581,3e-05,-1.70207,3e-05,0.18342,0.08274,0.72067,0.70679,2.66907,"none",0.70669,0.7068,0.70658,"Comment",-1,-1,""
2.254661,0.1825725,0.2542058,-0.004669101,0.01039162,-0.005885627,91.1,334,2.3,0.18773,0.26055,0.00031,0.01498,0,0.11525,0.00662,0.05748,0.00014,-1.54116,0.00012,0.1876,0.08298,0.7205,0.70655,2.72393,"none",0.70669,0.7068,0.70658,"Comment",-1,-1,""
2.412139,0.1952861,0.2725446,-0.004625756,0.01139077,-0.005929513,91.3,336,2.4,0.20044,0.27889,0.00035,0.01598,-4e-05,0.11533,0.00661,0.05729,0.00015,-1.5115,0.00014,0.2003,0.08283,0.71871,0.70662,2.91344,"none",0.70668,0.70679,0.70657,"Comment",-1,-1,""
2.552262,0.207211,0.288822,-0.004594353,0.01201863,-0.005850283,91.5,338,2.6,0.21236,0.29517,0.00038,0.0166,4e-05,0.11537,0.00649,0.05625,0.00015,-1.49414,0.00015,0.21221,0.08295,0.71947,0.7066,3.08239,"none",0.70666,0.70676,0.70656,"Comment",-1,-1,""
2.751775,0.2238481,0.3120619,-0.004682855,0.01360492,-0.005892427,91.7,340,2.8,0.229,0.31841,0.00029,0.01819,-1e-05,0.11545,0.0066,0.05713,0.00011,-1.4638,0.00012,0.22888,0.08299,0.71921,0.70665,3.3234,"none",0.70663,0.70668,0.70657,"Comment",-1,-1,""
2.871359,0.2336916,0.3252214,-0.004709936,0.01417572,-0.005910498,91.9,342,2.9,0.23885,0.33157,0.00027,0.01876,-2e-05,0.11523,0.00652,0.05658,9e-05,-1.54862,0.00011,0.23874,0.08297,0.72036,0.70667,3.46657,"none",0.70666,0.70677,0.70655,"Comment",-1,-1,""
2.702302,0.218895,0.3048852,-0.004845982,0.01317783,-0.005858866,92.1,344,2.7,0.22405,0.31123,0.00013,0.01776,3e-05,0.11491,0.00656,0.05708,5e-05,-1.66822,5e-05,0.224,0.0827,0.71988,0.70645,3.26143,"none",0.70672,0.70687,0.70657,"Comment",-1,-1,""
