"RunFile_ID","Sample_ID","User_initials","Sample_Type","ShinyDate","Comment","Flag","region","Raw88","Raw87","Raw86","Raw85","Raw84","Raw83","CycleSecs","distance","Sr88","Net87","Sr86","Rb85","Net84","Kr83","Sr8688","Sr8488","Sr8486","Rb85Sr88","MbFactor","Rb87","Sr87","Sr87Sr88","Net87Sr86","Sr87Sr86","totalSr","MA","MAp2SE","MAm2SE","RunSpeed","Raw88LowerThresh","Raw88UpperThresh","Smoother","Smooth_parameter","TrimLeft","TrimRight","Fluency","SpotSize","LaserEnergy","IntegrationTime","OutlierNum","CIoutliers","Length (um)"
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",0.5779456,0.04401772,0.06195411,-0.00433465,9.28334e-05,-0.005405141,46.1,0,0.6,0.04881,0.06807,9e-05,0.00392,0,0.11654,0.00671,0.05754,0.00016,-1.05356,4e-05,0.04878,0.08351,0.71712,0.70881,0.7048,0.70876,0.70893,0.7086,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",0.9110515,0.07173731,0.1004591,-0.004465268,0.002422735,-0.00537837,46.3,2,0.9,0.07653,0.10657,-4e-05,0.00625,2e-05,0.1162,0.00681,0.05861,-4e-05,-1.18277,-2e-05,0.07655,0.08346,0.71812,0.70866,1.10651,0.70872,0.70889,0.70856,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",1.662618,0.134775,0.1876238,-0.004286145,0.007367803,-0.005317222,46.7,6,1.7,0.13957,0.19374,0.00014,0.01119,9e-05,0.1161,0.00671,0.05777,8e-05,-1.22027,6e-05,0.13951,0.08361,0.72041,0.7088,2.01315,0.70868,0.70884,0.70851,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",2.541732,0.2075671,0.2886353,-0.00375313,0.0131093,-0.00521934,47.1,10,2.5,0.21236,0.29475,0.00067,0.01693,0.00018,0.11569,0.00665,0.05745,0.00026,-1.37553,0.00027,0.21209,0.08324,0.72048,0.70889,3.0716,0.70864,0.70881,0.70848,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",2.761466,0.2259651,0.3140427,-0.004393488,0.01459432,-0.0055183,47.3,12,2.8,0.23076,0.32016,3e-05,0.01842,-0.00012,0.11568,0.00665,0.05753,1e-05,-1.37727,1e-05,0.23075,0.08338,0.72077,0.70902,3.33688,0.70861,0.70877,0.70844,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",3.004758,0.2459785,0.3421292,-0.004143841,0.01595473,-0.005596444,47.5,14,3,0.25077,0.34824,0.00028,0.01978,-0.00019,0.11566,0.00657,0.05679,9e-05,-1.3845,0.00011,0.25066,0.08325,0.72011,0.70841,3.62953,0.70856,0.70873,0.7084,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",3.186989,0.2612768,0.3627674,-0.004207058,0.01738683,-0.005206292,47.7,16,3.2,0.26607,0.36888,0.00022,0.02121,2e-04,0.11552,0.00664,0.0575,7e-05,-1.43628,9e-05,0.26598,0.0833,0.72129,0.70848,3.84916,0.70854,0.7087,0.70837,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",3.115297,0.2543851,0.3533201,-0.00346897,0.01710593,-0.005345399,47.9,18,3.1,0.25918,0.35943,0.00096,0.02093,6e-05,0.11515,0.00671,0.05823,0.00031,-1.57716,0.00038,0.2588,0.08291,0.72108,0.70837,3.76055,0.7085,0.70866,0.70834,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",3.207061,0.2623039,0.3642888,-0.00452383,0.01737244,-0.005392148,48.1,20,3.2,0.2671,0.3704,-1e-04,0.0212,1e-05,0.11528,0.0066,0.05722,-3e-05,-1.5299,-4e-05,0.26714,0.08314,0.7211,0.70834,3.87189,0.70845,0.70859,0.70832,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
"Yolo_bypass_2015_DS_01_A2","","","IsoFish",2017-07-07,"","No","none",3.399547,0.2790534,0.3875544,-0.003822605,0.01911017,-0.005222617,48.3,22,3.4,0.28385,0.39367,6e-04,0.02293,0.00018,0.11559,0.00673,0.05826,0.00018,-1.4107,0.00024,0.28361,0.08328,0.72103,0.70827,4.10585,0.70838,0.70842,0.70834,10,0.5,9.8,"Moving average",10,-1,-1,1.85,40,55,5,50,"0.975",1112
