"Sample_ID","User_initials","Sample_Type","ShinyDate","Comment","region","Raw88","Raw87","Raw86","Raw85","Raw84","Raw83","CycleSecs","distance","Sr88","Net87","Sr86","Rb85","Net84","Kr83","Sr8688","Sr8488","Sr8486","Rb85Sr88","MbFactor","Rb87","Sr87","Sr87Sr88","Net87Sr86","Sr87Sr86","totalSr","MA","MAp2SE","MAm2SE","RunSpeed","Raw88LowerThresh","Raw88UpperThresh","Smoother","Smooth_parameter","TrimLeft","TrimRight","Fluency","SpotSize","IntegrationTime","OutlierNum","CIoutliers","Length (um)"
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.89695,0.3184671,0.4422515,-0.003608242,0.02040124,-0.005769408,93.7,316,3.9,0.32367,0.44878,0.00144,0.02543,0.00027,0.11498,0.00651,0.05666,0.00037,-1.64257,0.00057,0.3231,0.08278,0.72122,0.70565,4.70047,0.70584,0.70601,0.70566,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.727965,0.3034833,0.4218534,-0.003368306,0.01954439,-0.005961604,93.9,318,3.7,0.30869,0.42838,0.00168,0.02457,8e-05,0.11472,0.00658,0.05736,0.00045,-1.74087,0.00067,0.30801,0.08249,0.72059,0.70556,4.49514,0.70584,0.70601,0.70567,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.680891,0.2998233,0.4167637,-0.003711079,0.01888912,-0.005877566,94.1,320,3.7,0.30503,0.42329,0.00133,0.02392,0.00016,0.1148,0.00649,0.0565,0.00036,-1.70892,0.00053,0.30449,0.08258,0.7206,0.7057,4.4388,0.70584,0.70601,0.70566,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.731241,0.3043301,0.4226585,-0.003381092,0.01924208,-0.005926163,94.3,322,3.7,0.30953,0.42919,0.00166,0.02427,0.00011,0.11483,0.00649,0.05655,0.00045,-1.69731,0.00067,0.30887,0.08264,0.72121,0.70547,4.49978,0.70585,0.70603,0.70568,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.800089,0.3101719,0.4302897,-0.003694811,0.01969104,-0.005802908,94.5,324,3.8,0.31537,0.43682,0.00135,0.02472,0.00024,0.11476,0.00649,0.05659,0.00035,-1.72469,0.00054,0.31483,0.08271,0.72198,0.70552,4.58267,0.70585,0.70603,0.70567,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.538794,0.2877354,0.3994276,-0.003654601,0.01826283,-0.00598978,94.7,326,3.5,0.29294,0.40596,0.00139,0.02329,5e-05,0.11451,0.00657,0.05737,0.00039,-1.81846,0.00056,0.29238,0.08248,0.7216,0.70564,4.26663,0.70583,0.706,0.70566,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.45847,0.2809774,0.3903878,-0.003854658,0.01763671,-0.006093757,94.9,328,3.5,0.28618,0.39692,0.00119,0.02266,-5e-05,0.11456,0.00654,0.0571,0.00034,-1.80108,0.00048,0.2857,0.08246,0.72101,0.7055,4.16997,0.70579,0.70594,0.70564,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.555713,0.2899139,0.4024393,-0.003279461,0.01810856,-0.005975059,95.1,330,3.6,0.29512,0.40897,0.00177,0.02314,6e-05,0.11482,0.0065,0.05657,5e-04,-1.70397,0.00071,0.29441,0.08265,0.72161,0.70529,4.28844,0.70577,0.70591,0.70563,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.371415,0.2738933,0.3803644,-0.003563953,0.01708904,-0.006018963,95.5,334,3.4,0.2791,0.38689,0.00148,0.02212,2e-05,0.11455,0.00655,0.05716,0.00044,-1.80674,0.00059,0.2785,0.08245,0.72138,0.70523,4.06514,0.70575,0.70588,0.70562,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.401588,0.2767285,0.3846022,-0.003904353,0.01719358,-0.006004055,95.7,336,3.4,0.28193,0.39113,0.00114,0.02222,4e-05,0.11478,0.00652,0.05681,0.00033,-1.71966,0.00046,0.28147,0.0826,0.72081,0.70561,4.10263,0.70574,0.70587,0.70562,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.550583,0.2891151,0.4022786,-0.003653482,0.01831116,-0.005939551,95.9,338,3.6,0.29432,0.40881,0.00139,0.02334,1e-04,0.11494,0.00656,0.05709,0.00039,-1.65834,0.00056,0.29376,0.08259,0.71994,0.70575,4.2827,0.70576,0.70588,0.70563,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.900581,0.319023,0.4428559,-0.003673222,0.02031719,-0.005970891,96.1,340,3.9,0.32423,0.44938,0.00137,0.02534,7e-05,0.11503,0.00649,0.0564,0.00035,-1.62446,0.00055,0.32368,0.08285,0.72149,0.706,4.7052,0.70579,0.70592,0.70566,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.92125,0.3203642,0.4440504,-0.003210885,0.02101087,-0.006106089,96.3,342,3.9,0.32557,0.45058,0.00183,0.02604,-7e-05,0.11473,0.00663,0.05779,0.00047,-1.7386,0.00074,0.32483,0.08271,0.72255,0.706,4.72891,0.7058,0.70593,0.70567,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.862281,0.3151048,0.4371888,-0.003637865,0.02010425,-0.006001298,96.5,344,3.9,0.32031,0.44372,0.00141,0.02513,4e-05,0.1147,0.0065,0.05664,0.00036,-1.74805,0.00056,0.31974,0.08265,0.72187,0.70632,4.65709,0.70581,0.70594,0.70568,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",4.175377,0.3414376,0.4743164,-0.002696749,0.02222572,-0.005947776,96.7,346,4.2,0.34664,0.48085,0.00235,0.02725,9e-05,0.11499,0.00652,0.05668,0.00056,-1.63788,0.00094,0.3457,0.08267,0.7209,0.70614,5.03539,0.70582,0.70594,0.70569,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",4.37066,0.3577035,0.4962977,-0.00339166,0.02344764,-0.006171533,96.9,348,4.4,0.36291,0.50283,0.00165,0.02848,-0.00013,0.11488,0.00651,0.05663,0.00038,-1.67894,0.00066,0.36224,0.08276,0.72173,0.70593,5.27042,0.70582,0.70595,0.7057,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",4.41865,0.3613508,0.5015485,-0.003210678,0.02404732,-0.005991363,97.1,350,4.4,0.36655,0.50808,0.00183,0.02907,5e-05,0.11482,0.00657,0.05722,0.00041,-1.70142,0.00073,0.36582,0.08267,0.72145,0.70574,5.32783,0.70582,0.70595,0.70569,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",4.038904,0.3291621,0.4566506,-0.003476402,0.02131657,-0.005865435,97.3,352,4,0.33436,0.46318,0.00157,0.02634,0.00017,0.1145,0.00651,0.05688,0.00039,-1.82289,0.00063,0.33373,0.0825,0.72189,0.70597,4.86837,0.70584,0.70596,0.70573,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.835324,0.3123943,0.4338603,-0.003548465,0.02024557,-0.00608552,97.5,354,3.8,0.3176,0.44039,0.0015,0.02527,-5e-05,0.11464,0.00658,0.05739,0.00039,-1.77143,6e-04,0.317,0.08252,0.72117,0.70593,4.62419,0.70587,0.70597,0.70578,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.862059,0.3153887,0.4369666,-0.003228556,0.0203481,-0.005876816,97.7,356,3.9,0.32059,0.4435,0.00182,0.02538,0.00016,0.11465,0.00656,0.05722,0.00047,-1.76736,0.00073,0.31986,0.08269,0.72287,0.70586,4.657,0.70589,0.70598,0.7058,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.693889,0.3011999,0.417505,-0.003475894,0.01916604,-0.006080764,97.9,358,3.7,0.3064,0.42403,0.00157,0.02419,-4e-05,0.1146,0.00654,0.05706,0.00042,-1.78594,0.00063,0.30577,0.08264,0.72259,0.70595,4.4541,0.7059,0.70598,0.70581,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.574145,0.2910503,0.4041641,-0.003678043,0.0185166,-0.006044201,98.1,360,3.6,0.29625,0.41069,0.00137,0.02354,0,0.11471,0.00658,0.05733,0.00038,-1.74545,0.00055,0.2957,0.08259,0.72135,0.70624,4.3103,0.70589,0.70598,0.7058,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.474433,0.2828665,0.3924173,-0.003582547,0.01777407,-0.005718635,98.3,362,3.5,0.28807,0.39895,0.00146,0.0228,0.00032,0.11462,0.00655,0.05715,0.00042,-1.77916,0.00059,0.28748,0.08259,0.72208,0.70589,4.18988,0.70589,0.70598,0.7058,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.488089,0.2845785,0.3946561,-0.003475628,0.01824237,-0.006042541,98.5,364,3.5,0.28978,0.40118,0.00157,0.02327,0,0.11481,0.00666,0.058,0.00045,-1.70601,0.00063,0.28915,0.08275,0.72231,0.70567,4.20791,0.70586,0.70593,0.70578,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.322447,0.2699683,0.3750624,-0.003468536,0.01688014,-0.005943174,98.7,366,3.3,0.27517,0.38159,0.00158,0.02191,1e-04,0.11464,0.00658,0.05741,0.00047,-1.77169,0.00063,0.27454,0.08248,0.72111,0.70568,4.0067,0.70582,0.7059,0.70574,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.361299,0.273488,0.3801377,-0.00365133,0.01703063,-0.006110109,98.9,368,3.4,0.27869,0.38667,0.00139,0.02206,-7e-05,0.11482,0.00655,0.05705,0.00041,-1.70168,0.00056,0.27813,0.08259,0.72075,0.70573,4.05437,0.7058,0.70589,0.70571,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.334262,0.2712768,0.3764948,-0.003483531,0.01692157,-0.005834115,99.1,370,3.3,0.27648,0.38302,0.00156,0.02195,0.00021,0.11466,0.00657,0.0573,0.00047,-1.76283,0.00063,0.27585,0.08258,0.72183,0.70548,4.0213,0.70579,0.70588,0.7057,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.378944,0.2750348,0.3818493,-0.004035417,0.01716436,-0.006033203,99.3,372,3.4,0.28024,0.38838,0.00101,0.02219,1e-05,0.11473,0.00656,0.05714,3e-04,-1.73691,4e-04,0.27983,0.08266,0.72156,0.70572,4.07556,0.70577,0.70586,0.70568,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.216245,0.2612168,0.3625127,-0.003633902,0.01601041,-0.005856507,99.5,374,3.2,0.26642,0.36904,0.00141,0.02104,0.00018,0.11452,0.00653,0.05701,0.00044,-1.81589,0.00057,0.26585,0.0825,0.72192,0.70581,3.87839,0.70576,0.70585,0.70567,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.182367,0.2588384,0.3592458,-0.003735942,0.01600933,-0.005978716,99.7,376,3.2,0.26404,0.36577,0.00131,0.02104,6e-05,0.11471,0.0066,0.05751,0.00041,-1.74289,0.00052,0.26352,0.08264,0.72187,0.70589,3.83891,0.70576,0.70585,0.70567,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.270038,0.2662284,0.3698867,-0.003583439,0.01643952,-0.005946047,99.9,378,3.3,0.27143,0.37642,0.00146,0.02147,9e-05,0.11489,0.00655,0.05703,0.00045,-1.67532,0.00058,0.27085,0.08267,0.72109,0.70594,3.94498,0.70577,0.70586,0.70567,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.287597,0.2674726,0.371255,-0.003872483,0.01660036,-0.005920483,100.1,380,3.3,0.27268,0.37778,0.00117,0.02163,0.00012,0.1147,0.00657,0.05725,0.00036,-1.75005,0.00047,0.27221,0.08264,0.72178,0.70598,3.96543,0.70576,0.70584,0.70567,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.703392,0.30244,0.4195187,-0.00323163,0.01927432,-0.005863911,100.5,384,3.7,0.30764,0.42605,0.00181,0.0243,0.00018,0.11485,0.00655,0.05704,0.00049,-1.69136,0.00073,0.30692,0.08274,0.72209,0.70588,4.46687,0.70577,0.70586,0.70568,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.710716,0.3024451,0.4199543,-0.003465189,0.01931422,-0.005800509,100.7,386,3.7,0.30765,0.42648,0.00158,0.02434,0.00024,0.11474,0.00655,0.05708,0.00042,-1.73273,0.00063,0.30701,0.0826,0.72136,0.70567,4.47477,0.70581,0.70593,0.70569,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","Natal",3.733473,0.3043507,0.4226021,-0.003416213,0.01976561,-0.006017497,100.9,388,3.7,0.30955,0.42913,0.00163,0.02479,2e-05,0.11475,0.00663,0.05777,0.00044,-1.72902,0.00065,0.3089,0.0826,0.72135,0.7055,4.50251,0.70584,0.70597,0.70572,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.613186,0.2940944,0.408505,-0.00300474,0.01903173,-0.005927381,101.1,390,3.6,0.2993,0.41503,0.00204,0.02406,0.00011,0.11467,0.00665,0.05797,0.00056,-1.75985,0.00082,0.29848,0.08247,0.72114,0.7054,4.35697,0.70586,0.70599,0.70573,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.397557,0.2760805,0.3831452,-0.003600784,0.01739004,-0.00584898,101.3,392,3.4,0.28128,0.38967,0.00144,0.02242,0.00019,0.11448,0.00659,0.05753,0.00042,-1.8306,0.00058,0.2807,0.08247,0.72184,0.70558,4.09656,0.7059,0.70603,0.70577,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.400706,0.2769055,0.3841946,-0.00346916,0.01741563,-0.005732957,101.5,394,3.4,0.28211,0.39072,0.00158,0.02244,0.00031,0.11469,0.00659,0.05744,0.00046,-1.75378,0.00063,0.28148,0.08262,0.72202,0.70563,4.10156,0.70592,0.70605,0.70579,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.434243,0.2798287,0.388232,-0.003811209,0.01771916,-0.00595378,101.7,396,3.4,0.28503,0.39476,0.00123,0.02275,9e-05,0.11474,0.00661,0.05762,0.00036,-1.73269,0.00049,0.28454,0.0827,0.72204,0.70565,4.1425,0.70593,0.70606,0.7058,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.428407,0.2792389,0.3873787,-0.003247508,0.0178338,-0.005851167,101.9,398,3.4,0.28444,0.39391,0.0018,0.02286,0.00019,0.11469,0.00666,0.05804,0.00052,-1.75298,0.00072,0.28372,0.08261,0.7221,0.70594,4.13511,0.70594,0.70606,0.70581,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.103145,0.251399,0.3491069,-0.003844001,0.01540373,-0.006119111,102.1,400,3.1,0.2566,0.35564,0.0012,0.02043,-8e-05,0.11438,0.00657,0.05745,0.00039,-1.87135,0.00048,0.25612,0.08237,0.72153,0.70602,3.74154,0.70594,0.70606,0.70581,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.245965,0.2646933,0.3671128,-0.003381178,0.01639113,-0.005909952,102.3,402,3.3,0.2699,0.37364,0.00166,0.02142,0.00013,0.11489,0.00659,0.05732,0.00051,-1.67627,0.00067,0.26923,0.08278,0.72234,0.70608,3.91647,0.70592,0.70605,0.70579,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.278926,0.2669121,0.3702005,-0.003675721,0.01666333,-0.005987427,102.5,404,3.3,0.27211,0.37673,0.00137,0.02169,5e-05,0.11468,0.0066,0.05758,0.00042,-1.75698,0.00055,0.27157,0.08266,0.72231,0.70614,3.95512,0.70592,0.70605,0.70578,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.175414,0.2584889,0.3580604,-0.003487949,0.01600897,-0.005906487,102.7,406,3.2,0.26369,0.36459,0.00156,0.02104,0.00013,0.11459,0.00661,0.0577,0.00049,-1.78917,0.00062,0.26307,0.08268,0.72326,0.70653,3.83032,0.70593,0.70606,0.7058,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.276983,0.2668196,0.370227,-0.003504249,0.01679533,-0.005968337,102.9,408,3.3,0.27202,0.37676,0.00154,0.02182,7e-05,0.11475,0.00665,0.05792,0.00047,-1.72817,0.00062,0.2714,0.08266,0.72201,0.70625,3.95318,0.70596,0.70608,0.70584,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.272384,0.2665852,0.3696629,-0.003665633,0.01655082,-0.005754038,103.1,410,3.3,0.27179,0.37619,0.00138,0.02158,0.00029,0.11474,0.00658,0.05736,0.00042,-1.73237,0.00055,0.27124,0.08273,0.72247,0.7062,3.9476,0.706,0.70611,0.70589,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.000933,0.2433962,0.3377085,-0.003561432,0.01479482,-0.005909467,103.3,412,3,0.2486,0.34424,0.00148,0.01982,0.00013,0.11447,0.00659,0.05758,0.00049,-1.83439,6e-04,0.248,0.08247,0.72217,0.70627,3.61921,0.70605,0.70616,0.70593,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",2.923071,0.2372731,0.3292717,-0.003905313,0.0142934,-0.006094777,103.5,414,2.9,0.24248,0.3358,0.00114,0.01932,-6e-05,0.11464,0.0066,0.05754,0.00039,-1.7726,0.00046,0.24202,0.08262,0.72208,0.70611,3.52642,0.7061,0.70621,0.70598,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",2.908539,0.2366374,0.3280844,-0.003821313,0.01414399,-0.005910278,103.7,416,2.9,0.24184,0.33461,0.00122,0.01917,0.00013,0.1148,0.00658,0.05729,0.00042,-1.71029,0.00049,0.24135,0.0828,0.72275,0.70594,3.50989,0.70613,0.70624,0.70602,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",2.943814,0.2388877,0.3317695,-0.003556859,0.01437984,-0.005904268,103.9,418,3,0.24409,0.3383,0.00149,0.01941,0.00014,0.11468,0.00658,0.05737,5e-04,-1.75717,6e-04,0.24349,0.08254,0.72152,0.70601,3.55123,0.70615,0.70627,0.70604,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.007354,0.2444151,0.339281,-0.003576116,0.01507034,-0.005934076,104.1,420,3,0.24962,0.34581,0.00147,0.0201,0.00011,0.11475,0.00667,0.05812,0.00049,-1.72884,0.00059,0.24903,0.08264,0.72184,0.70593,3.6285,0.70617,0.70628,0.70606,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.048047,0.2474761,0.3438402,-0.004017052,0.0150219,-0.005980287,104.3,422,3.1,0.25268,0.35037,0.00103,0.02005,6e-05,0.11471,0.00656,0.05722,0.00034,-1.74255,0.00041,0.25227,0.0826,0.72118,0.70566,3.67694,0.70618,0.70629,0.70607,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.123356,0.2540566,0.3526646,-0.003374157,0.01580729,-0.005881061,104.5,424,3.1,0.25926,0.35919,0.00167,0.02083,0.00016,0.11477,0.00666,0.058,0.00053,-1.72008,0.00067,0.25859,0.08263,0.72178,0.7058,3.76819,0.70618,0.70629,0.70607,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.1787,0.2586875,0.3592568,-0.003490917,0.01602804,-0.005820521,104.7,426,3.2,0.26389,0.36579,0.00155,0.02106,0.00022,0.11485,0.00661,0.05756,0.00049,-1.69149,0.00062,0.26327,0.08266,0.72143,0.70601,3.83502,0.70616,0.70626,0.70606,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.208792,0.2609552,0.3622903,-0.00384705,0.01622054,-0.00626611,105.1,430,3.2,0.26616,0.36882,0.0012,0.02125,-0.00023,0.11472,0.00661,0.05761,0.00037,-1.74134,0.00048,0.26568,0.08264,0.72165,0.70601,3.87075,0.70616,0.70626,0.70605,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.161872,0.2572707,0.3566011,-0.003937711,0.0159225,-0.005881585,105.3,432,3.2,0.26247,0.36313,0.00111,0.02095,0.00016,0.11462,0.00661,0.05769,0.00035,-1.77808,0.00044,0.26203,0.08271,0.72281,0.70627,3.81419,0.70615,0.70626,0.70605,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.296154,0.2682124,0.3725096,-0.003621166,0.01658091,-0.006010193,105.5,434,3.3,0.27342,0.37904,0.00142,0.02161,3e-05,0.11478,0.00654,0.05701,0.00043,-1.71867,0.00057,0.27284,0.08262,0.72134,0.70654,3.97586,0.70614,0.70625,0.70604,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.557404,0.2907969,0.4030988,-0.003087112,0.01875067,-0.0059327,105.7,436,3.6,0.296,0.40963,0.00196,0.02378,0.00011,0.11495,0.00667,0.05805,0.00055,-1.65449,0.00078,0.29522,0.08284,0.72261,0.70658,4.29224,0.70614,0.70624,0.70603,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.653618,0.2982253,0.4132952,-0.003761502,0.01906766,-0.005856874,105.9,438,3.7,0.30343,0.41982,0.00128,0.0241,0.00018,0.11471,0.00658,0.05739,0.00035,-1.74389,0.00051,0.30291,0.08277,0.72275,0.70637,4.40666,0.70615,0.70625,0.70604,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.472803,0.2830154,0.3924433,-0.003347841,0.01805079,-0.005970324,106.3,442,3.5,0.28822,0.39897,0.0017,0.02308,7e-05,0.11468,0.00663,0.05784,0.00049,-1.75594,0.00068,0.28754,0.08265,0.7224,0.70639,4.1886,0.70614,0.70625,0.70604,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.392652,0.2762376,0.3831808,-0.003310365,0.01756589,-0.005979412,106.5,444,3.4,0.28144,0.38971,0.00173,0.02259,6e-05,0.11466,0.00665,0.05797,0.00051,-1.76385,7e-04,0.28074,0.0826,0.72218,0.70625,4.09191,0.70614,0.70625,0.70604,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.352017,0.2727799,0.3784555,-0.003415876,0.01733235,-0.005918048,106.7,446,3.4,0.27798,0.38498,0.00163,0.02236,0.00012,0.11464,0.00666,0.05808,0.00049,-1.77132,0.00065,0.27733,0.08258,0.72206,0.7063,4.0429,0.70615,0.70625,0.70606,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
"Test1","MW","IsoFish",2017-06-13,"Its a Smelt","none",3.33426,0.2717977,0.3771233,-0.003382657,0.01705983,-0.005868743,106.9,448,3.3,0.277,0.38365,0.00166,0.02209,0.00017,0.11485,0.00661,0.05757,5e-04,-1.69143,0.00067,0.27633,0.08272,0.72201,0.70621,4.02255,0.70615,0.70625,0.70605,10,0.5,9.8,"Moving average",20,50,150,1.85,40,5,50,"0.975",1804
