"Raw88","Raw87","Raw86","Raw85","Raw84","Raw83","CycleSecs","distance","Sr88","Net87","Sr86","Rb85","Net84","Kr83","Sr8688","Sr8488","Sr8486","Rb85Sr88","MbFactor","Rb87","Sr87","Sr87Sr88","Net87Sr86","Sr87Sr86","totalSr","region","MA","MAp2SE","MAm2SE","Comment","TrimLeft","TrimRight","Sample_ID","Userinitials"
2.103462,0.169409,0.2361357,-0.004707561,0.009306195,-0.005906522,66.1,86,2.1,0.17456,0.24248,0.00029,0.01389,-1e-05,0.11494,0.00659,0.0573,0.00014,-1.65703,0.00011,0.17444,0.08269,0.71989,0.70677,2.54041,"none",0.70665,0.70685,0.70645,"Comment2",-1,-1,"Ugh","MW"
2.247148,0.1820829,0.2534631,-0.004788165,0.01046123,-0.005663987,66.3,88,2.3,0.18723,0.25981,0.00021,0.01505,0.00023,0.1153,0.00668,0.05792,9e-05,-1.52075,8e-05,0.18715,0.08306,0.72066,0.7069,2.71529,"none",0.70665,0.70685,0.70646,"Comment2",-1,-1,"Ugh","MW"
2.2943,0.1857953,0.2583072,-0.004476016,0.01059865,-0.005701381,66.5,90,2.3,0.19094,0.26465,0.00052,0.01519,0.00019,0.11504,0.0066,0.05738,0.00022,-1.61811,0.00021,0.19074,0.08291,0.7215,0.70704,2.77101,"none",0.70662,0.70684,0.70639,"Comment2",-1,-1,"Ugh","MW"
2.45479,0.1992144,0.2775213,-0.004382164,0.0118188,-0.005851865,66.7,92,2.5,0.20436,0.28386,0.00061,0.01641,4e-05,0.11535,0.00667,0.05779,0.00025,-1.50282,0.00024,0.20412,0.08294,0.71993,0.70717,2.96531,"none",0.70658,0.70684,0.70632,"Comment2",-1,-1,"Ugh","MW"
2.452071,0.1987868,0.2765312,-0.004970184,0.01161297,-0.005785155,66.9,94,2.5,0.20394,0.28287,2e-05,0.0162,0.00011,0.11507,0.00659,0.05727,1e-05,-1.6068,1e-05,0.20393,0.08296,0.72094,0.70661,2.96121,"none",0.70655,0.70683,0.70628,"Comment2",-1,-1,"Ugh","MW"
2.41161,0.1951115,0.2715266,-0.004585503,0.01128516,-0.005990543,67.1,96,2.4,0.20026,0.27787,0.00041,0.01587,-9e-05,0.11493,0.00656,0.05712,0.00017,-1.66138,0.00016,0.2001,0.08276,0.7207,0.7065,2.91158,"none",0.70649,0.70677,0.70621,"Comment2",-1,-1,"Ugh","MW"
2.096843,0.1686727,0.2350074,-0.00436348,0.009320068,-0.005795945,67.3,98,2.1,0.17382,0.24135,0.00063,0.01391,1e-04,0.11477,0.00661,0.05762,3e-04,-1.72326,0.00025,0.17357,0.08253,0.72021,0.70644,2.5318,"none",0.70642,0.70669,0.70615,"Comment2",-1,-1,"Ugh","MW"
1.915108,0.1539684,0.2141692,-0.004682819,0.008180139,-0.005798794,67.5,100,1.9,0.15912,0.22051,0.00031,0.01277,1e-04,0.11478,0.00665,0.0579,0.00016,-1.71957,0.00012,0.15899,0.08276,0.72158,0.70607,2.31351,"none",0.70632,0.70656,0.70608,"Comment2",-1,-1,"Ugh","MW"
1.962324,0.1580564,0.2201897,-0.004508272,0.008589139,-0.005763255,67.7,102,2,0.16321,0.22653,0.00049,0.01318,0.00013,0.11508,0.00669,0.05816,0.00025,-1.60387,0.00019,0.16301,0.08281,0.72045,0.70584,2.37118,"none",0.70621,0.70636,0.70606,"Comment2",-1,-1,"Ugh","MW"
1.92183,0.1545247,0.2154032,-0.004532751,0.008195234,-0.005883352,67.9,104,1.9,0.15967,0.22175,0.00046,0.01278,1e-05,0.11502,0.00663,0.05764,0.00024,-1.62868,0.00018,0.15949,0.08272,0.72008,0.70617,2.32198,"none",0.70616,0.70628,0.70603,"Comment2",-1,-1,"Ugh","MW"
1.990455,0.1602782,0.2237621,-0.004421353,0.008765957,-0.005704057,68.1,106,2,0.16543,0.2301,0.00057,0.01335,0.00019,0.11525,0.00669,0.05803,0.00029,-1.54044,0.00023,0.1652,0.08274,0.71892,0.70618,2.40525,"none",0.70612,0.70621,0.70602,"Comment2",-1,-1,"Ugh","MW"
2.231998,0.180403,0.2511666,-0.004573518,0.01039845,-0.005694421,68.5,110,2.2,0.18555,0.25751,0.00042,0.01499,2e-04,0.11506,0.0067,0.05819,0.00019,-1.61358,0.00017,0.18538,0.08283,0.72056,0.70616,2.69601,"none",0.70609,0.70616,0.70603,"Comment2",-1,-1,"Ugh","MW"
2.296464,0.1859094,0.2588072,-0.004519945,0.01049857,-0.005907987,68.7,112,2.3,0.19106,0.26515,0.00047,0.01509,-1e-05,0.11515,0.00655,0.05689,0.00021,-1.57688,0.00019,0.19087,0.08289,0.72057,0.70602,2.7737,"none",0.70615,0.70627,0.70603,"Comment2",-1,-1,"Ugh","MW"
2.194108,0.1770129,0.2465126,-0.004752229,0.009931589,-0.005826315,68.9,114,2.2,0.18216,0.25285,0.00024,0.01452,7e-05,0.11492,0.0066,0.05742,0.00011,-1.66426,1e-04,0.18207,0.08275,0.72042,0.70613,2.64968,"none",0.70623,0.70637,0.70609,"Comment2",-1,-1,"Ugh","MW"
2.110593,0.1702085,0.237502,-0.004265171,0.009406763,-0.005789029,69.1,116,2.1,0.17536,0.24384,0.00073,0.01399,0.00011,0.1152,0.00661,0.05739,0.00034,-1.55933,0.00029,0.17507,0.08271,0.71914,0.70605,2.54963,"none",0.70627,0.70643,0.70611,"Comment2",-1,-1,"Ugh","MW"
1.969488,0.1584147,0.2207273,-0.004502172,0.008564416,-0.005853411,69.3,118,2,0.16356,0.22707,0.00049,0.01315,4e-05,0.11494,0.00666,0.05792,0.00025,-1.65883,2e-04,0.16337,0.08269,0.72032,0.7061,2.37921,"none",0.70629,0.70644,0.70613,"Comment2",-1,-1,"Ugh","MW"
2.114731,0.1707398,0.2380842,-0.004559646,0.009567983,-0.005777791,69.7,122,2.1,0.17589,0.24443,0.00043,0.01415,0.00012,0.11525,0.00667,0.05791,2e-04,-1.54054,0.00017,0.17572,0.08285,0.7196,0.70621,2.55516,"none",0.7063,0.70645,0.70615,"Comment2",-1,-1,"Ugh","MW"
2.192653,0.1774697,0.2471506,-0.004556348,0.009980612,-0.005933439,69.9,124,2.2,0.18262,0.25349,0.00044,0.01457,-4e-05,0.11529,0.00663,0.05747,2e-04,-1.52576,0.00017,0.18244,0.08297,0.72041,0.7066,2.64929,"none",0.70629,0.70645,0.70613,"Comment2",-1,-1,"Ugh","MW"
2.163212,0.1748779,0.2433822,-0.004424769,0.009952464,-0.005770859,70.1,126,2.2,0.18003,0.24972,0.00057,0.01454,0.00012,0.11512,0.0067,0.05822,0.00026,-1.59095,0.00023,0.1798,0.08288,0.7209,0.70669,2.61341,"none",0.70629,0.70645,0.70613,"Comment2",-1,-1,"Ugh","MW"
2.158771,0.1742743,0.2427757,-0.005031058,0.009585515,-0.005931765,70.3,128,2.2,0.17942,0.24912,-4e-05,0.01417,-4e-05,0.11507,0.00655,0.05689,-2e-05,-1.60759,-1e-05,0.17944,0.08288,0.72023,0.70657,2.60764,"none",0.70631,0.70646,0.70615,"Comment2",-1,-1,"Ugh","MW"
2.124966,0.1715084,0.2388024,-0.004385374,0.009561996,-0.005707441,70.5,130,2.1,0.17666,0.24514,0.00061,0.01415,0.00019,0.11503,0.00664,0.05772,0.00029,-1.62238,0.00024,0.17641,0.08278,0.72062,0.70635,2.56681,"none",0.70634,0.70649,0.70619,"Comment2",-1,-1,"Ugh","MW"
2.004669,0.1611194,0.2246757,-0.004808073,0.008606074,-0.005716338,70.7,132,2,0.16627,0.23102,0.00019,0.01319,0.00018,0.11489,0.00656,0.05711,9e-05,-1.67675,7e-05,0.16619,0.08265,0.71972,0.70629,2.42121,"none",0.70638,0.70653,0.70622,"Comment2",-1,-1,"Ugh","MW"
1.931798,0.1552588,0.2163516,-0.004710949,0.008140435,-0.005871646,70.9,134,1.9,0.16041,0.22269,0.00028,0.01273,2e-05,0.11491,0.00657,0.05715,0.00015,-1.66738,0.00011,0.16029,0.08271,0.72031,0.70595,2.33365,"none",0.70638,0.70654,0.70623,"Comment2",-1,-1,"Ugh","MW"
2.025915,0.1635756,0.2281073,-0.004507895,0.009000937,-0.005905479,71.1,136,2,0.16872,0.23445,0.00049,0.01359,-1e-05,0.11538,0.00669,0.05796,0.00024,-1.49242,0.00019,0.16853,0.08294,0.71966,0.70607,2.44862,"none",0.70634,0.70648,0.70621,"Comment2",-1,-1,"Ugh","MW"
2.019826,0.1625132,0.22675,-0.004614985,0.00871397,-0.005828237,71.3,138,2,0.16766,0.23309,0.00038,0.0133,7e-05,0.11505,0.00657,0.05706,0.00019,-1.61453,0.00015,0.16751,0.08268,0.71929,0.70624,2.43987,"none",0.70632,0.70645,0.70619,"Comment2",-1,-1,"Ugh","MW"
2.035056,0.1641247,0.2283132,-0.004469962,0.008982267,-0.005705208,71.5,140,2,0.16927,0.23466,0.00052,0.01357,0.00019,0.11496,0.00665,0.05782,0.00026,-1.64959,0.00021,0.16906,0.08283,0.72137,0.70646,2.45848,"none",0.7063,0.70643,0.70617,"Comment2",-1,-1,"Ugh","MW"
2.138409,0.1727794,0.2409177,-0.004596121,0.009382207,-0.006024735,71.7,142,2.1,0.17793,0.24726,4e-04,0.01397,-0.00013,0.1153,0.00651,0.05649,0.00019,-1.52211,0.00016,0.17777,0.08289,0.7196,0.70655,2.58354,"none",0.70626,0.70642,0.70609,"Comment2",-1,-1,"Ugh","MW"
2.146423,0.1733731,0.241269,-0.004745581,0.009926862,-0.005749911,71.9,144,2.2,0.17852,0.24761,0.00025,0.01451,0.00015,0.11503,0.00674,0.05861,0.00012,-1.62267,1e-04,0.17842,0.08289,0.72098,0.70663,2.59311,"none",0.70626,0.70642,0.7061,"Comment2",-1,-1,"Ugh","MW"
2.268151,0.1837483,0.2560785,-0.00460021,0.01043816,-0.00597532,72.1,146,2.3,0.1889,0.26242,0.00039,0.01502,-8e-05,0.11539,0.00661,0.05725,0.00017,-1.4886,0.00016,0.18874,0.08299,0.71983,0.70632,2.74047,"none",0.70626,0.70642,0.7061,"Comment2",-1,-1,"Ugh","MW"
2.111066,0.1699482,0.2365483,-0.004523109,0.009331275,-0.005809651,72.3,148,2.1,0.1751,0.24289,0.00047,0.01392,9e-05,0.11472,0.00657,0.0573,0.00022,-1.73964,0.00019,0.17491,0.08261,0.72089,0.70635,2.54892,"none",0.70624,0.70641,0.70608,"Comment2",-1,-1,"Ugh","MW"
2.130224,0.1717763,0.2394365,-0.004250052,0.009781882,-0.005814234,72.5,150,2.1,0.17693,0.24578,0.00074,0.01437,8e-05,0.11505,0.00673,0.05846,0.00035,-1.6172,3e-04,0.17663,0.08268,0.71986,0.70614,2.57314,"none",0.70621,0.70637,0.70605,"Comment2",-1,-1,"Ugh","MW"
2.219261,0.179292,0.2500556,-0.004991067,0.01001604,-0.005829455,72.7,152,2.2,0.18444,0.2564,0,0.0146,7e-05,0.11521,0.00656,0.05695,0,-1.55335,0,0.18444,0.08288,0.71935,0.70583,2.68084,"none",0.70619,0.70633,0.70604,"Comment2",-1,-1,"Ugh","MW"
2.090247,0.168459,0.2344391,-0.00441305,0.009371939,-0.005667126,72.9,154,2.1,0.17361,0.24078,0.00058,0.01396,0.00023,0.11486,0.00666,0.05797,0.00028,-1.68914,0.00023,0.17338,0.0827,0.72102,0.70597,2.5245,"none",0.70615,0.70626,0.70605,"Comment2",-1,-1,"Ugh","MW"
2.063749,0.166243,0.2320508,-0.004632852,0.009099519,-0.00582246,73.1,156,2.1,0.17139,0.23839,0.00036,0.01369,7e-05,0.11517,0.00661,0.05741,0.00017,-1.56934,0.00014,0.17125,0.08273,0.71895,0.70609,2.49321,"none",0.70617,0.70629,0.70605,"Comment2",-1,-1,"Ugh","MW"
2.216593,0.1794182,0.2502661,-0.004535292,0.01029659,-0.005969935,73.3,158,2.2,0.18457,0.25661,0.00046,0.01488,-7e-05,0.11545,0.0067,0.058,0.00021,-1.46541,0.00018,0.18438,0.08295,0.71926,0.70609,2.67861,"none",0.70619,0.70634,0.70605,"Comment2",-1,-1,"Ugh","MW"
2.264925,0.1830793,0.2553606,-0.004596078,0.01043057,-0.005990935,73.5,160,2.3,0.18823,0.2617,4e-04,0.01502,-1e-04,0.11523,0.00661,0.05738,0.00018,-1.54606,0.00016,0.18807,0.08281,0.71924,0.70611,2.73585,"none",0.70623,0.70638,0.70607,"Comment2",-1,-1,"Ugh","MW"
2.272728,0.1838446,0.2559844,-0.004491208,0.01044455,-0.005827327,73.7,162,2.3,0.18899,0.26233,5e-04,0.01503,7e-05,0.11511,0.0066,0.0573,0.00022,-1.59173,2e-04,0.18879,0.08285,0.72045,0.70634,2.74501,"none",0.70629,0.70642,0.70615,"Comment2",-1,-1,"Ugh","MW"
2.209501,0.1783656,0.248506,-0.004706278,0.0104008,-0.005833703,73.9,164,2.2,0.18351,0.25485,0.00029,0.01499,6e-05,0.11502,0.00676,0.05881,0.00013,-1.62591,0.00011,0.1834,0.08278,0.72009,0.70628,2.66887,"none",0.70631,0.70642,0.70619,"Comment2",-1,-1,"Ugh","MW"
2.482421,0.2014022,0.280643,-0.004470074,0.01180478,-0.005680229,74.1,166,2.5,0.20655,0.28699,0.00052,0.01639,0.00022,0.11532,0.00659,0.05712,0.00021,-1.51275,0.00021,0.20634,0.08292,0.71973,0.70648,2.99828,"none",0.70629,0.70643,0.70615,"Comment2",-1,-1,"Ugh","MW"
2.506813,0.2032271,0.2832512,-0.00453453,0.01204766,-0.005741958,74.3,168,2.5,0.20838,0.28959,0.00046,0.01663,0.00015,0.11524,0.00662,0.05744,0.00018,-1.54352,0.00018,0.20819,0.08285,0.71955,0.70659,3.02737,"none",0.70624,0.70643,0.70606,"Comment2",-1,-1,"Ugh","MW"
2.451926,0.1985445,0.2762629,-0.004803512,0.01160235,-0.005844335,74.5,170,2.5,0.20369,0.28261,0.00019,0.01619,5e-05,0.11497,0.00659,0.05728,8e-05,-1.64554,8e-05,0.20362,0.08284,0.72077,0.70647,2.96047,"none",0.70619,0.70642,0.70597,"Comment2",-1,-1,"Ugh","MW"
2.381614,0.192902,0.2681757,-0.004477547,0.01130594,-0.005766511,74.7,172,2.4,0.19805,0.27452,0.00052,0.01589,0.00013,0.11497,0.00666,0.05789,0.00022,-1.64607,0.00021,0.19784,0.08286,0.72145,0.70643,2.876,"none",0.70613,0.70637,0.70589,"Comment2",-1,-1,"Ugh","MW"
2.382963,0.1928881,0.268721,-0.004098717,0.01122569,-0.005756342,74.9,174,2.4,0.19804,0.27506,0.00089,0.01581,0.00014,0.11513,0.00662,0.05749,0.00037,-1.58427,0.00036,0.19768,0.08274,0.71997,0.70618,2.87765,"none",0.70612,0.70635,0.70588,"Comment2",-1,-1,"Ugh","MW"
2.371261,0.1917314,0.2670331,-0.004771985,0.01117193,-0.005982538,75.1,176,2.4,0.19688,0.27338,0.00022,0.01576,-9e-05,0.11499,0.00663,0.05764,9e-05,-1.63848,9e-05,0.19679,0.08278,0.72018,0.70588,2.86332,"none",0.70611,0.70634,0.70588,"Comment2",-1,-1,"Ugh","MW"
2.130689,0.1714433,0.239229,-0.004685205,0.009190754,-0.005875859,75.3,178,2.1,0.17659,0.24557,0.00031,0.01378,2e-05,0.11492,0.00645,0.0561,0.00014,-1.66344,0.00012,0.17647,0.08258,0.71911,0.70566,2.57264,"none",0.7061,0.70633,0.70588,"Comment2",-1,-1,"Ugh","MW"
2.039078,0.1639283,0.2284926,-0.004693053,0.008967904,-0.005747104,75.5,180,2,0.16908,0.23483,3e-04,0.01355,0.00015,0.11482,0.00663,0.05772,0.00015,-1.70201,0.00012,0.16896,0.08261,0.71998,0.7056,2.46256,"none",0.7061,0.70633,0.70588,"Comment2",-1,-1,"Ugh","MW"
2.080329,0.1676375,0.233509,-0.004535874,0.009008542,-0.005763942,75.9,184,2.1,0.17279,0.23985,0.00046,0.0136,0.00013,0.11496,0.00652,0.05668,0.00022,-1.65118,0.00018,0.1726,0.08273,0.72039,0.70575,2.51251,"none",0.70609,0.70631,0.70587,"Comment2",-1,-1,"Ugh","MW"
