"Blk88","Blk87","Blk86","Blk85","Blk84","Blk83","CycleSecs","name"
"-0.006119838","-0.005455442","-0.005779207","-0.005273518","-0.003154885","-0.005790473","120.1","PC_2016_01_A2_4R.run"
"-0.005730229","-0.005235009","-0.006000879","-0.00471838","-0.003648351","-0.005419413","120.3","PC_2016_01_A2_4R.run"
"-0.005997552","-0.00520753","-0.005942347","-0.005333429","-0.003489125","-0.005986425","120.5","PC_2016_01_A2_4R.run"
"-0.00599617","-0.005253186","-0.006167073","-0.004889357","-0.00333633","-0.0055045","120.7","PC_2016_01_A2_4R.run"
"-0.006150076","-0.005460898","-0.00581195","-0.00530726","-0.003403537","-0.005823336","120.9","PC_2016_01_A2_4R.run"
"-0.006053466","-0.004920809","-0.005910854","-0.004949722","-0.003393557","-0.005467424","121.1","PC_2016_01_A2_4R.run"
"-0.005748898","-0.005279413","-0.005965279","-0.004995726","-0.003551937","-0.005759309","121.3","PC_2016_01_A2_4R.run"
"-0.006135275","-0.005358266","-0.006005841","-0.005184596","-0.003264147","-0.005506287","121.5","PC_2016_01_A2_4R.run"
"-0.006091853","-0.005486891","-0.006183764","-0.005079758","-0.003247188","-0.005873647","121.7","PC_2016_01_A2_4R.run"
"-0.005995404","-0.004876894","-0.005825774","-0.005087227","-0.003319954","-0.005598516","121.9","PC_2016_01_A2_4R.run"
"-0.005999799","-0.005506556","-0.006183761","-0.004852763","-0.003302345","-0.005561007","122.1","PC_2016_01_A2_4R.run"
"-0.006179088","-0.005179625","-0.005868298","-0.005043221","-0.003537948","-0.005595762","122.3","PC_2016_01_A2_4R.run"
"-0.006095854","-0.005238654","-0.006035564","-0.005229548","-0.003312094","-0.005630891","122.5","PC_2016_01_A2_4R.run"
"-0.006209993","-0.005476889","-0.005859355","-0.005011053","-0.003340286","-0.005620549","122.7","PC_2016_01_A2_4R.run"
"-0.005817409","-0.00534184","-0.006095952","-0.00504791","-0.003293889","-0.005843665","122.9","PC_2016_01_A2_4R.run"
"-0.006136019","-0.005165928","-0.006069066","-0.005066846","-0.003465266","-0.005540612","123.1","PC_2016_01_A2_4R.run"
"-0.006182184","-0.005407481","-0.006094549","-0.004905026","-0.003284512","-0.005756286","123.3","PC_2016_01_A2_4R.run"
"-0.005971152","-0.005232055","-0.005713651","-0.004954832","-0.003535038","-0.00550769","123.5","PC_2016_01_A2_4R.run"
"-0.006182017","-0.005267088","-0.005917108","-0.004994551","-0.003192617","-0.005632181","123.7","PC_2016_01_A2_4R.run"
"-0.005805919","-0.005158711","-0.006000156","-0.004941518","-0.003463963","-0.005771981","123.9","PC_2016_01_A2_4R.run"
"-0.006133086","-0.005157707","-0.005848118","-0.005402761","-0.003480848","-0.005456096","124.1","PC_2016_01_A2_4R.run"
"-0.00595992","-0.005314596","-0.005922609","-0.004615243","-0.003566025","-0.005788531","124.3","PC_2016_01_A2_4R.run"
"-0.006153047","-0.005423408","-0.006111471","-0.005034327","-0.003284794","-0.005948043","124.5","PC_2016_01_A2_4R.run"
"-0.005977767","-0.005124366","-0.005885376","-0.005254569","-0.00319571","-0.005760841","124.7","PC_2016_01_A2_4R.run"
"-0.006204109","-0.005500671","-0.006222048","-0.005076973","-0.003545829","-0.005718265","124.9","PC_2016_01_A2_4R.run"
"-0.005956565","-0.005296628","-0.005868816","-0.005023237","-0.003316336","-0.005666102","125.1","PC_2016_01_A2_4R.run"
"-0.006054484","-0.005344556","-0.005795077","-0.005127231","-0.003522481","-0.00564259","125.3","PC_2016_01_A2_4R.run"
"-0.00602792","-0.005410334","-0.005982194","-0.00506117","-0.003285284","-0.005732683","125.5","PC_2016_01_A2_4R.run"
"-0.005892929","-0.005281057","-0.00598785","-0.004969246","-0.003452133","-0.005583592","125.7","PC_2016_01_A2_4R.run"
"-0.006035542","-0.005283639","-0.006091013","-0.004789554","-0.003316929","-0.005673529","125.9","PC_2016_01_A2_4R.run"
"-0.006044216","-0.005241644","-0.00599183","-0.005079428","-0.00374983","-0.005712094","126.1","PC_2016_01_A2_4R.run"
"-0.005904431","-0.005520145","-0.005770444","-0.004922649","-0.003144484","-0.005579941","126.3","PC_2016_01_A2_4R.run"
"-0.00594918","-0.005279649","-0.006285005","-0.005028484","-0.003514616","-0.005747135","126.5","PC_2016_01_A2_4R.run"
"-0.006013189","-0.005440485","-0.005905299","-0.005227316","-0.003471672","-0.005805139","126.7","PC_2016_01_A2_4R.run"
"-0.006131773","-0.005153538","-0.005924903","-0.004810363","-0.003352515","-0.005762472","126.9","PC_2016_01_A2_4R.run"
"-0.006091534","-0.005375821","-0.00626048","-0.005310032","-0.003357936","-0.005680734","127.1","PC_2016_01_A2_4R.run"
"-0.006069049","-0.005320799","-0.005846145","-0.004729109","-0.003483265","-0.005731571","127.3","PC_2016_01_A2_4R.run"
"-0.005901217","-0.005414452","-0.006138597","-0.005144359","-0.003380647","-0.005753488","127.5","PC_2016_01_A2_4R.run"
"-0.005902035","-0.005256869","-0.005778918","-0.004708214","-0.003244242","-0.005459866","127.7","PC_2016_01_A2_4R.run"
"-0.006228365","-0.005448936","-0.006255826","-0.005309894","-0.003299727","-0.005738318","127.9","PC_2016_01_A2_4R.run"
"-0.005816462","-0.005341633","-0.005907248","-0.004957823","-0.003525088","-0.005740798","128.1","PC_2016_01_A2_4R.run"
"-0.00602555","-0.005124544","-0.006137416","-0.004962499","-0.003115464","-0.005689282","128.3","PC_2016_01_A2_4R.run"
"-0.005957081","-0.005347146","-0.00576913","-0.005034714","-0.003594729","-0.005538822","128.5","PC_2016_01_A2_4R.run"
"-0.005764997","-0.005185571","-0.006154225","-0.00484877","-0.003670812","-0.005777904","128.7","PC_2016_01_A2_4R.run"
"-0.006116063","-0.005294524","-0.005778958","-0.005071502","-0.003356952","-0.005652857","128.9","PC_2016_01_A2_4R.run"
"-0.006014294","-0.00539958","-0.006179409","-0.005379356","-0.003431932","-0.005632055","129.1","PC_2016_01_A2_4R.run"
"-0.006040427","-0.005382762","-0.006158708","-0.004839103","-0.003090269","-0.005727642","129.3","PC_2016_01_A2_4R.run"
"-0.006122813","-0.005397016","-0.00579015","-0.005115036","-0.00358569","-0.005861303","129.5","PC_2016_01_A2_4R.run"
"-0.005927749","-0.005035487","-0.00580614","-0.004931309","-0.003346222","-0.005635385","129.7","PC_2016_01_A2_4R.run"
"-0.005896987","-0.005485314","-0.006117465","-0.005235299","-0.00349645","-0.005683723","129.9","PC_2016_01_A2_4R.run"
"-0.006156952","-0.005223258","-0.00580434","-0.005202338","-0.003403366","-0.00575737","130.1","PC_2016_01_A2_4R.run"
"-0.006095476","-0.005442502","-0.006180313","-0.005046489","-0.003514322","-0.005658404","130.3","PC_2016_01_A2_4R.run"
"-0.005897935","-0.005221578","-0.005744126","-0.004683845","-0.003244625","-0.00584399","130.5","PC_2016_01_A2_4R.run"
"-0.006162056","-0.005261291","-0.006104257","-0.005194815","-0.003361582","-0.005520469","130.7","PC_2016_01_A2_4R.run"
"-0.005971625","-0.005400361","-0.005998214","-0.004907838","-0.003536507","-0.005641086","130.9","PC_2016_01_A2_4R.run"
"-0.006113836","-0.004944407","-0.005958096","-0.005210202","-0.003305683","-0.005656622","131.1","PC_2016_01_A2_4R.run"
"-0.006138774","-0.005448414","-0.005903881","-0.005174644","-0.003262138","-0.005922128","131.3","PC_2016_01_A2_4R.run"
"-0.005955876","-0.005323804","-0.006129825","-0.00516978","-0.003234272","-0.005540045","131.5","PC_2016_01_A2_4R.run"
"-0.006114878","-0.005208952","-0.006177847","-0.005133181","-0.003452924","-0.005521292","131.7","PC_2016_01_A2_4R.run"
"-0.005936921","-0.005387825","-0.005970357","-0.005330035","-0.003505229","-0.005734907","131.9","PC_2016_01_A2_4R.run"
"-0.006143031","-0.005146293","-0.005829514","-0.004905092","-0.003325727","-0.005650388","132.1","PC_2016_01_A2_4R.run"
"-0.006095561","-0.005560506","-0.005886517","-0.005322176","-0.00354844","-0.00569158","132.3","PC_2016_01_A2_4R.run"
"-0.005885743","-0.005256264","-0.006153539","-0.005012098","-0.003329093","-0.005828584","132.5","PC_2016_01_A2_4R.run"
"-0.005906132","-0.005177265","-0.005946507","-0.00489434","-0.003478493","-0.005570837","132.7","PC_2016_01_A2_4R.run"
"-0.006008405","-0.0051207","-0.005824118","-0.004868961","-0.003363499","-0.005616117","132.9","PC_2016_01_A2_4R.run"
"-0.006213783","-0.005302074","-0.006407408","-0.005316394","-0.003237203","-0.005729732","133.1","PC_2016_01_A2_4R.run"
"-0.005914382","-0.00552137","-0.005799941","-0.004932282","-0.003336878","-0.005547287","133.3","PC_2016_01_A2_4R.run"
"-0.005975572","-0.005136579","-0.006080324","-0.005196671","-0.003511207","-0.005838044","133.5","PC_2016_01_A2_4R.run"
"-0.006126074","-0.005188666","-0.005963731","-0.004915291","-0.003421209","-0.005517629","133.7","PC_2016_01_A2_4R.run"
"-0.006124501","-0.005329846","-0.006003457","-0.005166256","-0.003286179","-0.005730449","133.9","PC_2016_01_A2_4R.run"
"-0.005835332","-0.005239374","-0.006035144","-0.004961721","-0.003335403","-0.00563683","134.1","PC_2016_01_A2_4R.run"
"-0.006030284","-0.005343399","-0.005901138","-0.005055974","-0.003310578","-0.005741979","134.3","PC_2016_01_A2_4R.run"
"-0.005992989","-0.005102424","-0.006216333","-0.005003107","-0.003391326","-0.005727347","134.5","PC_2016_01_A2_4R.run"
"-0.005962411","-0.005213801","-0.005709993","-0.004978118","-0.003280786","-0.005615287","134.7","PC_2016_01_A2_4R.run"
"-0.006099544","-0.005367283","-0.006054148","-0.005057345","-0.003295176","-0.005637591","134.9","PC_2016_01_A2_4R.run"
"-0.005934301","-0.005298394","-0.006016062","-0.005096725","-0.003490201","-0.005686337","135.1","PC_2016_01_A2_4R.run"
"-0.006094492","-0.005186322","-0.00590084","-0.004921968","-0.003336217","-0.005666627","135.3","PC_2016_01_A2_4R.run"
"-0.005942413","-0.005258485","-0.005975131","-0.00519599","-0.003585527","-0.005914345","135.5","PC_2016_01_A2_4R.run"
"-0.006075625","-0.005343562","-0.006141785","-0.004935068","-0.003200187","-0.005633514","135.7","PC_2016_01_A2_4R.run"
"-0.005826198","-0.005196911","-0.005989145","-0.00507673","-0.003516491","-0.005428085","135.9","PC_2016_01_A2_4R.run"
"-0.006113202","-0.005251943","-0.006048046","-0.005123594","-0.003387125","-0.005736568","136.1","PC_2016_01_A2_4R.run"
"-0.006096571","-0.005346526","-0.005992982","-0.005158709","-0.003456876","-0.005814309","136.3","PC_2016_01_A2_4R.run"
"-0.00607727","-0.005179995","-0.005723654","-0.004638432","-0.003367279","-0.005558889","136.5","PC_2016_01_A2_4R.run"
"-0.006099872","-0.00549761","-0.006132834","-0.005112467","-0.003597387","-0.005794012","136.7","PC_2016_01_A2_4R.run"
"-0.006017231","-0.005014235","-0.006003894","-0.005013805","-0.003757285","-0.005773715","136.9","PC_2016_01_A2_4R.run"
"-0.006074991","-0.005455572","-0.005896608","-0.004984413","-0.003399423","-0.005623989","137.1","PC_2016_01_A2_4R.run"
"-0.005986996","-0.005319045","-0.005939755","-0.005072888","-0.003507163","-0.005821602","137.3","PC_2016_01_A2_4R.run"
"-0.006143634","-0.005486408","-0.006078165","-0.005095696","-0.003316042","-0.005636679","137.5","PC_2016_01_A2_4R.run"
"-0.005989654","-0.005250594","-0.00577916","-0.004965484","-0.003665294","-0.005742567","137.7","PC_2016_01_A2_4R.run"
"-0.005928356","-0.005547256","-0.006111372","-0.005224762","-0.003394972","-0.005560456","137.9","PC_2016_01_A2_4R.run"
"-0.005896447","-0.005060399","-0.00618884","-0.004800781","-0.003322097","-0.005815954","138.1","PC_2016_01_A2_4R.run"
"-0.006271205","-0.005100652","-0.005886856","-0.005095664","-0.003551221","-0.005689951","138.3","PC_2016_01_A2_4R.run"
"-0.005930299","-0.005515566","-0.00595879","-0.005285123","-0.003234386","-0.005546771","138.5","PC_2016_01_A2_4R.run"
"-0.006216298","-0.004930351","-0.005968931","-0.004581103","-0.003333715","-0.005575999","138.7","PC_2016_01_A2_4R.run"
"-0.006061968","-0.00546051","-0.0060333","-0.005320309","-0.00352087","-0.005631041","138.9","PC_2016_01_A2_4R.run"
"-0.005999536","-0.005199365","-0.00596382","-0.004835237","-0.003391275","-0.005714766","139.1","PC_2016_01_A2_4R.run"
"-0.006115181","-0.005302564","-0.006129325","-0.005065423","-0.003438964","-0.005461174","139.3","PC_2016_01_A2_4R.run"
"-0.005996135","-0.00536106","-0.00600257","-0.004883253","-0.003267683","-0.005770567","139.5","PC_2016_01_A2_4R.run"
"-0.005838022","-0.005192349","-0.005907523","-0.005180131","-0.003566984","-0.005827163","139.7","PC_2016_01_A2_4R.run"
"-0.006094352","-0.005421818","-0.005879449","-0.004875974","-0.003204175","-0.005398264","139.9","PC_2016_01_A2_4R.run"
"-0.006276979","-0.005496122","-0.005904905","-0.005233203","-0.003627115","-0.005856806","140.1","PC_2016_01_A2_4R.run"
"-0.005957155","-0.004970327","-0.006058342","-0.00467596","-0.003184134","-0.005484025","140.3","PC_2016_01_A2_4R.run"
"-0.006146587","-0.005610203","-0.005934465","-0.004953691","-0.003347501","-0.005764836","140.5","PC_2016_01_A2_4R.run"
"-0.005978798","-0.00515403","-0.006251153","-0.004957902","-0.003548275","-0.005763979","140.7","PC_2016_01_A2_4R.run"
"-0.005772221","-0.005424095","-0.005904013","-0.005333158","-0.003501315","-0.005837225","140.9","PC_2016_01_A2_4R.run"
"-0.005965329","-0.005213817","-0.005854662","-0.004853509","-0.003215173","-0.005600214","141.1","PC_2016_01_A2_4R.run"
"-0.005896003","-0.005234242","-0.006145745","-0.005133278","-0.003434948","-0.005807436","141.3","PC_2016_01_A2_4R.run"
"-0.006146425","-0.005442701","-0.005872184","-0.005039365","-0.003346453","-0.00579202","141.5","PC_2016_01_A2_4R.run"
"-0.005918242","-0.005052417","-0.005879198","-0.004860619","-0.00346983","-0.00554419","141.7","PC_2016_01_A2_4R.run"
"-0.005947605","-0.005548503","-0.005903552","-0.005140644","-0.003472645","-0.005561026","141.9","PC_2016_01_A2_4R.run"
"-0.006194039","-0.00545522","-0.006371007","-0.005252082","-0.003284478","-0.005736582","142.1","PC_2016_01_A2_4R.run"
"-0.006014901","-0.004745741","-0.005822472","-0.004882326","-0.00335324","-0.00546693","142.3","PC_2016_01_A2_4R.run"
"-0.006062218","-0.005572975","-0.005856535","-0.005069116","-0.003478444","-0.005898773","142.5","PC_2016_01_A2_4R.run"
"-0.005943511","-0.004874822","-0.006099298","-0.005081731","-0.003339461","-0.005594436","142.7","PC_2016_01_A2_4R.run"
"-0.006066942","-0.005528216","-0.006074095","-0.005299636","-0.003338904","-0.005832809","142.9","PC_2016_01_A2_4R.run"
"-0.005929491","-0.0052187","-0.006118928","-0.004442195","-0.00321788","-0.005404366","143.1","PC_2016_01_A2_4R.run"
"-0.006225547","-0.005202644","-0.00602101","-0.00539531","-0.003508591","-0.005822049","143.3","PC_2016_01_A2_4R.run"
"-0.005951708","-0.005629436","-0.006050924","-0.004578962","-0.003501894","-0.00543886","143.5","PC_2016_01_A2_4R.run"
"-0.005828707","-0.005166172","-0.005984653","-0.005253927","-0.00327905","-0.005807186","143.7","PC_2016_01_A2_4R.run"
"-0.006136707","-0.005520957","-0.00573796","-0.005188508","-0.003623847","-0.005675264","143.9","PC_2016_01_A2_4R.run"
"-0.006178602","-0.005285772","-0.006064706","-0.0051576","-0.003298012","-0.005721685","144.1","PC_2016_01_A2_4R.run"
"-0.006022654","-0.004944087","-0.005913877","-0.00478691","-0.003230662","-0.005521249","144.3","PC_2016_01_A2_4R.run"
"-0.006022322","-0.005581224","-0.00622271","-0.005067342","-0.003211893","-0.005750618","144.5","PC_2016_01_A2_4R.run"
"-0.006106453","-0.005137328","-0.005908262","-0.005388265","-0.00364372","-0.005688172","144.7","PC_2016_01_A2_4R.run"
"-0.006118522","-0.00534269","-0.006030431","-0.005002531","-0.003563734","-0.005881343","144.9","PC_2016_01_A2_4R.run"
"-0.006027833","-0.005326153","-0.005950497","-0.004843952","-0.003493139","-0.00559843","145.1","PC_2016_01_A2_4R.run"
"-0.006067708","-0.005002519","-0.006250139","-0.004935978","-0.003332626","-0.005686695","145.3","PC_2016_01_A2_4R.run"
"-0.005886312","-0.005650274","-0.005963921","-0.005296371","-0.003507962","-0.005620713","145.5","PC_2016_01_A2_4R.run"
"-0.005797568","-0.004761104","-0.005971525","-0.004961715","-0.003234643","-0.005864207","145.7","PC_2016_01_A2_4R.run"
"-0.006107695","-0.005415899","-0.006157573","-0.00505456","-0.003395607","-0.005457009","145.9","PC_2016_01_A2_4R.run"
"-0.006045262","-0.005424717","-0.00604585","-0.005208378","-0.003591834","-0.005705648","146.1","PC_2016_01_A2_4R.run"
"-0.006084352","-0.005250235","-0.005938302","-0.004936273","-0.003517924","-0.005610149","146.3","PC_2016_01_A2_4R.run"
"-0.005855231","-0.005484688","-0.006057755","-0.005184914","-0.003025334","-0.005686902","146.5","PC_2016_01_A2_4R.run"
"-0.005971188","-0.005183038","-0.00585391","-0.004701558","-0.00364637","-0.005551528","146.7","PC_2016_01_A2_4R.run"
"-0.006073105","-0.005559946","-0.00615292","-0.005430719","-0.003623894","-0.006063025","146.9","PC_2016_01_A2_4R.run"
"-0.006205593","-0.005037101","-0.005805214","-0.004599943","-0.003339022","-0.005366638","147.1","PC_2016_01_A2_4R.run"
"-0.006320517","-0.00529845","-0.005959754","-0.00522468","-0.003327851","-0.005529983","147.3","PC_2016_01_A2_4R.run"
"-0.005883477","-0.005690537","-0.00616803","-0.004886569","-0.003332899","-0.005675047","147.5","PC_2016_01_A2_4R.run"
"-0.005983119","-0.004960565","-0.005895224","-0.004910138","-0.003415809","-0.005510591","147.7","PC_2016_01_A2_4R.run"
"-0.006032007","-0.00512109","-0.00583958","-0.005203808","-0.003430051","-0.005616719","147.9","PC_2016_01_A2_4R.run"
"-0.005968484","-0.005303462","-0.006308829","-0.004862536","-0.003430507","-0.00578903","148.1","PC_2016_01_A2_4R.run"
"-0.006077064","-0.005220986","-0.005915863","-0.005074494","-0.003431762","-0.005681951","148.3","PC_2016_01_A2_4R.run"
"-0.006076709","-0.005544527","-0.006076678","-0.005057496","-0.003501707","-0.005660261","148.5","PC_2016_01_A2_4R.run"
"-0.005896654","-0.005096444","-0.005839266","-0.004989484","-0.003483782","-0.005661834","148.7","PC_2016_01_A2_4R.run"
"-0.006159006","-0.005282443","-0.005964898","-0.005191311","-0.003208894","-0.005704456","148.9","PC_2016_01_A2_4R.run"
"-0.005935309","-0.005570921","-0.005944993","-0.00468429","-0.003301819","-0.005366824","149.1","PC_2016_01_A2_4R.run"
"-0.005877852","-0.005251986","-0.006159775","-0.00502425","-0.003501116","-0.005802059","149.3","PC_2016_01_A2_4R.run"
"-0.00600742","-0.005254263","-0.005931455","-0.005237917","-0.003428026","-0.005572536","149.5","PC_2016_01_A2_4R.run"
"-0.006008859","-0.005382888","-0.006039436","-0.004952419","-0.003242372","-0.005843399","149.7","PC_2016_01_A2_4R.run"
"-0.006121396","-0.005084712","-0.005817645","-0.005185216","-0.003404526","-0.005555313","149.9","PC_2016_01_A2_4R.run"
"-0.005735261","-0.005533577","-0.006100589","-0.0047306","-0.003425139","-0.005645458","150.1","PC_2016_01_A2_4R.run"
"-0.006033432","-0.005091995","-0.0059925","-0.005381945","-0.003443148","-0.005761808","150.3","PC_2016_01_A2_4R.run"
"-0.005965417","-0.005307454","-0.00587024","-0.005016589","-0.003423464","-0.005734395","150.5","PC_2016_01_A2_4R.run"
"-0.006070703","-0.005436468","-0.006077844","-0.005205039","-0.0034978","-0.0056847","150.7","PC_2016_01_A2_4R.run"
"-0.006191927","-0.005141789","-0.00607439","-0.005030628","-0.003384945","-0.005740104","150.9","PC_2016_01_A2_4R.run"
"-0.005949018","-0.005402079","-0.005725105","-0.005000887","-0.003220588","-0.005494764","151.1","PC_2016_01_A2_4R.run"
"-0.005950543","-0.005062404","-0.005898788","-0.005032376","-0.003421548","-0.00551935","151.3","PC_2016_01_A2_4R.run"
"-0.00609314","-0.005425267","-0.005998245","-0.005053044","-0.00329602","-0.005734192","151.5","PC_2016_01_A2_4R.run"
"-0.006032073","-0.005377562","-0.005906892","-0.004924018","-0.003540898","-0.005517585","151.7","PC_2016_01_A2_4R.run"
"-0.006081392","-0.005381612","-0.006008889","-0.0055487","-0.003437131","-0.005676789","151.9","PC_2016_01_A2_4R.run"
"-0.005890978","-0.005302809","-0.005987837","-0.004643505","-0.003331867","-0.005563356","152.1","PC_2016_01_A2_4R.run"
"-0.006281061","-0.005264909","-0.005852546","-0.004941782","-0.003359657","-0.005536136","152.3","PC_2016_01_A2_4R.run"
"-0.005721465","-0.0051943","-0.006208711","-0.004922992","-0.003278073","-0.005870455","152.5","PC_2016_01_A2_4R.run"
"-0.006130732","-0.005464991","-0.005725077","-0.005417935","-0.003501737","-0.005577608","152.7","PC_2016_01_A2_4R.run"
"-0.006027837","-0.004966416","-0.00596776","-0.004823572","-0.003324535","-0.00562869","152.9","PC_2016_01_A2_4R.run"
"-0.006229289","-0.005413533","-0.006153095","-0.005282599","-0.00360832","-0.005713145","153.1","PC_2016_01_A2_4R.run"
"-0.005895603","-0.00519784","-0.005722056","-0.004853508","-0.003306174","-0.005523553","153.3","PC_2016_01_A2_4R.run"
"-0.005924187","-0.005037912","-0.00602906","-0.004884302","-0.003450997","-0.005672323","153.5","PC_2016_01_A2_4R.run"
"-0.006052532","-0.005694149","-0.006148119","-0.005302274","-0.003577352","-0.005808838","153.7","PC_2016_01_A2_4R.run"
"-0.006156906","-0.005250117","-0.005950908","-0.004596596","-0.003277551","-0.005445326","153.9","PC_2016_01_A2_4R.run"
"-0.005986806","-0.005061657","-0.005953903","-0.005220319","-0.003141717","-0.005823699","154.1","PC_2016_01_A2_4R.run"
"-0.006048025","-0.005339992","-0.005667503","-0.00513822","-0.003558363","-0.005828233","154.3","PC_2016_01_A2_4R.run"
"-0.005928689","-0.005326703","-0.005965095","-0.004764874","-0.003268415","-0.005452401","154.5","PC_2016_01_A2_4R.run"
"-0.006022251","-0.00535941","-0.005991407","-0.005264735","-0.003272517","-0.005676624","154.7","PC_2016_01_A2_4R.run"
"-0.00616896","-0.005363208","-0.006136124","-0.004781015","-0.003293738","-0.005601332","154.9","PC_2016_01_A2_4R.run"
"-0.00582358","-0.005094187","-0.005906449","-0.005296711","-0.003535317","-0.005797049","155.1","PC_2016_01_A2_4R.run"
"-0.006140715","-0.005433445","-0.006277241","-0.004908008","-0.003488698","-0.005772768","155.3","PC_2016_01_A2_4R.run"
"-0.005981262","-0.00544627","-0.005946316","-0.005233022","-0.003462617","-0.005592179","155.5","PC_2016_01_A2_4R.run"
"-0.006110705","-0.005266676","-0.006061856","-0.005185029","-0.003574543","-0.005658933","155.7","PC_2016_01_A2_4R.run"
"-0.005942643","-0.005336907","-0.005996159","-0.005107673","-0.003460691","-0.005711061","155.9","PC_2016_01_A2_4R.run"
"-0.0063018","-0.004986575","-0.005973442","-0.004845862","-0.00318293","-0.005651237","156.1","PC_2016_01_A2_4R.run"
"-0.006047346","-0.005436915","-0.00586272","-0.005371127","-0.003337727","-0.005938106","156.3","PC_2016_01_A2_4R.run"
"-0.005987099","-0.005580434","-0.005952653","-0.004685807","-0.003408388","-0.005491022","156.5","PC_2016_01_A2_4R.run"
"-0.006134956","-0.005010706","-0.006146973","-0.005182591","-0.003550308","-0.00566482","156.7","PC_2016_01_A2_4R.run"
"-0.005836683","-0.005412587","-0.005870466","-0.004953681","-0.003436386","-0.005735931","156.9","PC_2016_01_A2_4R.run"
"-0.006054599","-0.005650295","-0.006100956","-0.004839372","-0.00330017","-0.005437438","157.1","PC_2016_01_A2_4R.run"
"-0.006043236","-0.005098152","-0.006025967","-0.005118599","-0.003294766","-0.005423469","157.3","PC_2016_01_A2_4R.run"
"-0.006225628","-0.005565682","-0.006079512","-0.00520223","-0.003421283","-0.005702728","157.5","PC_2016_01_A2_4R.run"
"-0.006092691","-0.005042601","-0.006071473","-0.0048805","-0.003566544","-0.005753322","157.7","PC_2016_01_A2_4R.run"
"-0.006099441","-0.005564881","-0.005836235","-0.005337443","-0.003576715","-0.005513694","157.9","PC_2016_01_A2_4R.run"
"-0.006025839","-0.005267866","-0.006179698","-0.004931541","-0.003387816","-0.005700175","158.1","PC_2016_01_A2_4R.run"
"-0.005796189","-0.004963688","-0.006052493","-0.005199656","-0.003219754","-0.005438521","158.3","PC_2016_01_A2_4R.run"
"-0.006006408","-0.005309733","-0.005836898","-0.00490027","-0.003501018","-0.005925704","158.5","PC_2016_01_A2_4R.run"
"-0.006169542","-0.005313068","-0.005965471","-0.005220545","-0.00377719","-0.005902039","158.7","PC_2016_01_A2_4R.run"
"-0.005871118","-0.005483164","-0.006033905","-0.005193545","-0.003269656","-0.005576031","158.9","PC_2016_01_A2_4R.run"
"-0.005943057","-0.005304432","-0.006259896","-0.00517164","-0.003490499","-0.005739995","159.1","PC_2016_01_A2_4R.run"
"-0.006075934","-0.005066236","-0.005768228","-0.00481436","-0.003361538","-0.00562721","159.3","PC_2016_01_A2_4R.run"
"-0.00605971","-0.005412959","-0.005898105","-0.004878777","-0.003524168","-0.005695682","159.5","PC_2016_01_A2_4R.run"
"-0.00599963","-0.005285554","-0.006012","-0.005405795","-0.003267345","-0.005813923","159.7","PC_2016_01_A2_4R.run"
"-0.006095973","-0.005281262","-0.005976695","-0.005190796","-0.003302601","-0.005628454","159.9","PC_2016_01_A2_4R.run"
"-0.006159141","-0.005156551","-0.00613807","-0.005071145","-0.003212892","-0.005690914","160.1","PC_2016_01_A2_4R.run"
"-0.005912204","-0.005596541","-0.006154995","-0.004937465","-0.003569859","-0.005543374","160.3","PC_2016_01_A2_4R.run"
"-0.005844818","-0.005263133","-0.005878482","-0.004929744","-0.00341035","-0.005784241","160.5","PC_2016_01_A2_4R.run"
"-0.006232692","-0.004982184","-0.005926458","-0.005270015","-0.003320926","-0.005685343","160.7","PC_2016_01_A2_4R.run"
"-0.005969006","-0.005329488","-0.005939289","-0.004981258","-0.003521779","-0.005682799","160.9","PC_2016_01_A2_4R.run"
"-0.005995997","-0.005113748","-0.006243189","-0.005163546","-0.003651792","-0.005836807","161.1","PC_2016_01_A2_4R.run"
"-0.00593421","-0.005372256","-0.00586938","-0.004665874","-0.003380999","-0.005596016","161.3","PC_2016_01_A2_4R.run"
"-0.006202637","-0.005433559","-0.006017951","-0.005286368","-0.003430643","-0.005444725","161.5","PC_2016_01_A2_4R.run"
"-0.006085493","-0.005268659","-0.005821035","-0.005134058","-0.00346372","-0.005611692","161.7","PC_2016_01_A2_4R.run"
"-0.005693782","-0.005353201","-0.005913265","-0.005030459","-0.003374197","-0.005815622","161.9","PC_2016_01_A2_4R.run"
"-0.006198727","-0.005052281","-0.005895837","-0.004769346","-0.003399511","-0.005466185","162.1","PC_2016_01_A2_4R.run"
"-0.005821806","-0.005111355","-0.00613783","-0.005104306","-0.003456632","-0.005766666","162.3","PC_2016_01_A2_4R.run"
"-0.006004012","-0.005379039","-0.005983934","-0.005093256","-0.003302567","-0.005685857","162.5","PC_2016_01_A2_4R.run"
"-0.006157309","-0.005445288","-0.005913062","-0.0049462","-0.003347735","-0.005693623","162.7","PC_2016_01_A2_4R.run"
"-0.005927619","-0.005087681","-0.005993032","-0.005174755","-0.003649524","-0.005772776","162.9","PC_2016_01_A2_4R.run"
"-0.006021298","-0.005637229","-0.005896492","-0.005251842","-0.003368722","-0.005754754","163.1","PC_2016_01_A2_4R.run"
"-0.006028654","-0.005078884","-0.006118162","-0.004796538","-0.003369134","-0.00582445","163.3","PC_2016_01_A2_4R.run"
"-0.00612661","-0.005319262","-0.005804368","-0.005152537","-0.003713056","-0.00544835","163.5","PC_2016_01_A2_4R.run"
