"Raw88","Raw87","Raw86","Raw85","Raw84","Raw83","CycleSecs","distance","Sr88","Net87","Sr86","Rb85","Net84","Kr83","Sr8688","Sr8488","Sr8486","Rb85Sr88","MbFactor","Rb87","Sr87","Sr87Sr88","Net87Sr86","Sr87Sr86","totalSr","region","MA","MAp2SE","MAm2SE","Comment","TrimLeft","TrimRight","Sample_ID","User_initials"
0.6057876,0.04621049,0.06566927,-0.003786371,0.002963839,-0.005103072,110.5,0,0.6,0.0515,0.07067,0.00127,0.00357,5e-05,0.11551,0.00584,0.05055,0.00208,-1.44209,0.00051,0.05099,0.08334,0.72867,0.70932,0.73706,"none",0.70937,0.70991,0.70883,"Comment",-1,-1,"Sample ID","KR"
0.8729027,0.06872972,0.09717186,-0.0033687,0.00510032,-0.005164091,110.7,2,0.9,0.07402,0.10217,0.00169,0.00571,-2e-05,0.11625,0.00649,0.05587,0.00193,-1.165,0.00067,0.07335,0.08345,0.72441,0.70955,1.06017,"none",0.70922,0.70976,0.70868,"Comment",-1,-1,"Sample ID","KR"
1.484236,0.1197649,0.1675243,-0.003529921,0.00877315,-0.005215459,110.9,4,1.5,0.12505,0.17253,0.00153,0.00938,-7e-05,0.11577,0.0063,0.05438,0.00103,-1.34458,0.00061,0.12444,0.0835,0.72482,0.70959,1.79662,"none",0.70905,0.70959,0.70851,"Comment",-1,-1,"Sample ID","KR"
3.140164,0.2574552,0.3576407,-0.003647572,0.01872938,-0.00529214,111.3,8,3.1,0.26274,0.36264,0.00141,0.01934,-0.00014,0.11526,0.00615,0.05332,0.00045,-1.53475,0.00056,0.26218,0.08333,0.72452,0.7094,3.79036,"none",0.70888,0.70942,0.70834,"Comment",-1,-1,"Sample ID","KR"
3.830628,0.3149569,0.4376355,-0.003551075,0.02351296,-0.005110394,111.5,10,3.8,0.32024,0.44264,0.00151,0.02412,4e-05,0.11537,0.00629,0.05449,0.00039,-1.49448,6e-04,0.31964,0.08331,0.72349,0.70941,4.62307,"none",0.70874,0.70928,0.7082,"Comment",-1,-1,"Sample ID","KR"
4.163956,0.3417685,0.4747264,-0.003305673,0.02557039,-0.005050755,111.7,12,4.2,0.34705,0.47973,0.00176,0.02618,1e-04,0.11504,0.00628,0.05457,0.00042,-1.61819,7e-04,0.34635,0.08306,0.72344,0.70896,5.02225,"none",0.70854,0.70913,0.70795,"Comment",-1,-1,"Sample ID","KR"
4.355551,0.3574723,0.4967102,-0.003435999,0.02713268,-0.005161387,111.9,14,4.4,0.36276,0.50171,0.00163,0.02774,-1e-05,0.11503,0.00636,0.05529,0.00037,-1.62321,0.00065,0.36211,0.08302,0.72304,0.7083,5.25315,"none",0.70833,0.70892,0.70775,"Comment",-1,-1,"Sample ID","KR"
4.302046,0.3522591,0.489336,-0.003757086,0.02625905,-0.005172262,112.1,16,4.3,0.35754,0.49434,0.0013,0.02687,-2e-05,0.11475,0.00624,0.05435,3e-04,-1.73047,0.00052,0.35702,0.08287,0.72328,0.70788,5.18631,"none",0.70811,0.70865,0.70758,"Comment",-1,-1,"Sample ID","KR"
3.862226,0.3150925,0.4380623,-0.003730331,0.02353915,-0.005195582,112.3,18,3.9,0.32038,0.44306,0.00133,0.02415,-5e-05,0.11454,0.00624,0.0545,0.00034,-1.80957,0.00053,0.31984,0.08268,0.7231,0.70756,4.65532,"none",0.70792,0.70839,0.70746,"Comment",-1,-1,"Sample ID","KR"
3.530864,0.2879032,0.4000425,-0.00389579,0.02177344,-0.005283354,112.5,20,3.5,0.29319,0.40504,0.00117,0.02238,-0.00013,0.11452,0.00633,0.05526,0.00033,-1.81668,0.00047,0.29272,0.08276,0.72384,0.70748,4.25705,"none",0.70772,0.70805,0.70738,"Comment",-1,-1,"Sample ID","KR"
3.232072,0.2628865,0.3660048,-0.004116672,0.01963843,-0.005210286,112.7,22,3.2,0.26817,0.37101,0.00094,0.02025,-6e-05,0.11458,0.00625,0.05457,0.00029,-1.79557,0.00038,0.26779,0.0827,0.72282,0.70733,3.89716,"none",0.7076,0.7078,0.70741,"Comment",-1,-1,"Sample ID","KR"
3.128484,0.2548365,0.354554,-0.004108916,0.01904061,-0.00500609,112.9,24,3.1,0.26012,0.35956,0.00095,0.01965,0.00014,0.11471,0.00627,0.05465,3e-04,-1.74495,0.00038,0.25974,0.08286,0.72345,0.70743,3.77347,"none",0.70756,0.70771,0.70742,"Comment",-1,-1,"Sample ID","KR"
3.152451,0.2567682,0.3578403,-0.003953018,0.01929911,-0.005281842,113.1,26,3.2,0.26205,0.36284,0.00111,0.01991,-0.00013,0.11488,0.0063,0.05487,0.00035,-1.68047,0.00044,0.26161,0.08283,0.72223,0.70738,3.80285,"none",0.70756,0.7077,0.70742,"Comment",-1,-1,"Sample ID","KR"
3.128901,0.254727,0.3548563,-0.004234366,0.01910227,-0.004999981,113.3,28,3.1,0.26001,0.35986,0.00083,0.01971,0.00015,0.11479,0.00629,0.05477,0.00026,-1.71416,0.00033,0.25968,0.08283,0.72254,0.70749,3.77419,"none",0.7076,0.70775,0.70744,"Comment",-1,-1,"Sample ID","KR"
2.880246,0.2338477,0.3257614,-0.004419777,0.01733585,-0.005149262,113.5,30,2.9,0.23913,0.33076,0.00064,0.01794,0,0.1146,0.00622,0.05425,0.00022,-1.78673,0.00026,0.23888,0.08276,0.72297,0.70736,3.47387,"none",0.70765,0.70782,0.70748,"Comment",-1,-1,"Sample ID","KR"
2.641561,0.213946,0.2978814,-0.004396813,0.0162428,-0.004946135,113.7,32,2.6,0.21923,0.30288,0.00066,0.01685,2e-04,0.1144,0.00636,0.05564,0.00025,-1.86242,0.00027,0.21896,0.0827,0.72382,0.70782,3.1863,"none",0.70767,0.70783,0.70752,"Comment",-1,-1,"Sample ID","KR"
2.575083,0.2089216,0.291386,-0.00402084,0.01595183,-0.005128786,113.9,34,2.6,0.21421,0.29639,0.00104,0.01656,2e-05,0.11483,0.00642,0.05587,4e-04,-1.69914,0.00042,0.21379,0.08283,0.72273,0.70792,3.10786,"none",0.70769,0.70784,0.70754,"Comment",-1,-1,"Sample ID","KR"
2.723374,0.2217945,0.3090136,-0.004790469,0.0165033,-0.004842433,114.1,36,2.7,0.22708,0.31402,0.00027,0.01711,0.00031,0.11505,0.00627,0.05449,1e-04,-1.61596,0.00011,0.22697,0.08316,0.72315,0.70785,3.28751,"none",0.70771,0.70784,0.70757,"Comment",-1,-1,"Sample ID","KR"
2.774667,0.2255949,0.3147385,-0.004598911,0.0167836,-0.005383925,114.3,38,2.8,0.23088,0.31974,0.00046,0.01739,-0.00024,0.11499,0.00625,0.05439,0.00017,-1.63995,0.00018,0.2307,0.08296,0.72209,0.70792,3.34853,"none",0.70773,0.70786,0.7076,"Comment",-1,-1,"Sample ID","KR"
2.717887,0.2204656,0.3078457,-0.004635877,0.01660822,-0.005114744,114.5,40,2.7,0.22575,0.31285,0.00043,0.01722,3e-05,0.11485,0.00632,0.05503,0.00016,-1.69056,0.00017,0.22558,0.08281,0.7216,0.70798,3.27957,"none",0.70778,0.70788,0.70768,"Comment",-1,-1,"Sample ID","KR"
2.563162,0.2077064,0.2893094,-0.004377008,0.01586425,-0.005208831,114.7,42,2.6,0.21299,0.29431,0.00068,0.01647,-6e-05,0.11455,0.00641,0.05597,0.00027,-1.80369,0.00027,0.21272,0.0828,0.7237,0.70757,3.0927,"none",0.70782,0.70794,0.70769,"Comment",-1,-1,"Sample ID","KR"
2.43497,0.1969733,0.275259,-0.00506881,0.01455625,-0.005300988,114.9,44,2.4,0.20226,0.28026,-1e-05,0.01516,-0.00015,0.11481,0.00621,0.05411,0,-1.70503,0,0.20226,0.08286,0.72168,0.7076,2.9387,"none",0.70786,0.70804,0.70769,"Comment",-1,-1,"Sample ID","KR"
